Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-666.0485	92.60119	-560.8505	-813.0332	1000.0	-0.03896412	1.2763041	3.0432787	-3.1864088	4000	1.4901161e-08	4286.214	-0.08726276	-705.25946	5.4857206	0.029941216	0.40925002	79.0	2.2604005336761475
1	-510.7	66.91443	-407.37006	-594.1145	1000.0	-4.5085106	4.597364	14.557411	-15.18034	8000	-1.4901161e-08	2039.1935	-0.087427065	-1215.6528	5.4540615	0.029786084	0.41149998	79.0	4.059401750564575
2	-592.10364	61.267178	-534.21313	-694.919	1000.0	-23.349707	1.1610823	-13.488461	-24.498163	12000	6.7055225e-08	1533.3629	-0.08465983	-456.90515	5.3394065	0.037082225	0.39749998	79.0	5.87604022026062
3	-490.56964	77.60333	-409.1685	-617.57776	1000.0	-31.54768	0.4312026	-24.870846	-31.896196	16000	-1.4901161e-08	511.17987	-0.08177297	-63.790703	5.3738146	0.023626372	0.38225	79.0	7.695685625076294
4	-453.87738	114.82204	-285.2996	-579.46686	1000.0	-34.40933	1.208028	-9.045357	-34.97675	20000	3.7252903e-09	543.0886	-0.08698413	-43.222084	5.3095207	0.039690673	0.415	79.0	9.500311851501465
5	-560.15955	90.52592	-451.07327	-699.3003	1000.0	-36.48991	0.7889002	-24.840897	-36.867466	24000	-3.7252903e-09	688.2824	-0.08758718	-73.56166	5.2319036	0.029835243	0.43	79.0	11.343694686889648
6	-492.8695	120.494514	-315.9241	-655.9582	1000.0	-39.98471	0.31661287	-35.366688	-40.194447	28000	0.0	655.6778	-0.08974026	-81.7156	5.22703	0.042605713	0.42675	79.0	13.20404601097107
7	-521.9143	103.21149	-416.5907	-685.6462	1000.0	-36.958992	10.353259	40.585243	-41.701286	32000	-7.450581e-09	694.2713	-0.084103554	-130.50691	5.205021	0.02744685	0.39099997	79.0	15.085068702697754
8	-453.57507	70.990074	-365.42523	-557.81384	1000.0	-41.76757	4.1294923	8.227268	-43.667034	36000	1.4901161e-08	535.04565	-0.08665404	-55.782616	5.0801144	0.03237834	0.41275	79.0	16.910438299179077
9	-444.61642	19.184416	-424.15594	-471.808	1000.0	-38.25217	7.036061	17.086796	-43.98299	40000	-2.0023435e-08	438.04248	-0.08931833	-37.21305	5.0167084	0.041227236	0.4275	79.0	18.743948698043823
