Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-277.075	70.39987	-193.53915	-382.11407	1000.0	0.12716216	0.21772243	0.7406672	-0.56242794	4000	3.7252903e-08	16.495415	-0.03368192	-9.279753	0.91893864	0.004704616	0.33275	79.0	2.695446252822876
1	-278.1574	87.66979	-188.41074	-373.74155	1000.0	-2.3469844	1.2031003	2.875119	-6.180702	8000	1.1175871e-08	8.977354	-0.03416095	-3.9183264	0.91437477	0.0053667724	0.322	79.0	4.948805332183838
2	-368.52332	64.5226	-314.82507	-478.6949	1000.0	-2.906365	2.4404657	5.9307537	-8.663377	12000	1.1175871e-08	5.6044426	-0.035207637	-1.0979068	0.910238	0.005926932	0.34525	79.0	7.1876044273376465
3	-331.06503	40.55855	-274.08145	-387.4907	1000.0	-3.0482125	2.6005237	8.006211	-9.082588	16000	-6.519258e-09	6.1286316	-0.03689632	-2.0707722	0.90497035	0.00636066	0.352	79.0	9.575546741485596
4	-262.6147	76.36685	-151.37085	-360.17514	1000.0	-2.5666177	2.1587403	7.251775	-9.689782	20000	-1.1175871e-08	4.8426642	-0.03778872	-1.227248	0.8992963	0.0071357125	0.35900003	79.0	11.809629201889038
5	-293.50055	41.4145	-247.86241	-360.42578	1000.0	-2.5168076	2.2805014	6.420446	-9.074867	24000	0.0	4.4788632	-0.03540729	-0.87327176	0.89117706	0.0064757876	0.36525	79.0	14.343112230300903
6	-243.74179	48.911156	-178.65913	-316.1272	1000.0	-2.3596807	2.5994008	6.238764	-10.449233	28000	-7.450581e-09	4.3817806	-0.03782007	-0.91088724	0.8840395	0.0056673354	0.3865	79.0	16.56063199043274
7	-228.47801	69.84279	-120.326935	-315.18448	1000.0	-2.1887655	2.2572522	5.464734	-9.137296	32000	-5.5879354e-09	4.116439	-0.03870471	-0.75946707	0.8759095	0.003562308	0.37675	79.0	18.84965181350708
8	-180.24036	34.71005	-151.03946	-237.21504	1000.0	-1.776377	2.3597684	6.2345243	-10.283046	36000	-1.1175871e-08	3.5183709	-0.037507765	-0.709697	0.8679142	0.0045426935	0.35575002	79.0	21.16877579689026
9	-169.77348	35.896896	-133.59753	-227.99352	1000.0	-1.8579648	1.9994938	5.361891	-9.08515	40000	1.8626451e-09	3.0555558	-0.038739726	-0.79025614	0.8614204	0.0049899425	0.38024998	79.0	23.524287700653076
10	-174.11435	46.635223	-112.08378	-240.28992	1000.0	-1.4555304	2.0715578	7.006022	-9.684447	44000	-2.6077032e-08	3.179253	-0.038545836	-0.8225852	0.8533501	0.006449448	0.38825	79.0	25.88316535949707
11	-110.65718	65.009315	-39.474075	-207.47299	1000.0	-1.2941315	2.4495468	7.2677784	-9.531985	48000	1.8626451e-09	3.321607	-0.036836185	-0.9196528	0.84547055	0.0045834044	0.373	79.0	28.390222787857056
