,episode_reward_max,episode_reward_min,AverageEpRet,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,TotalEnvInteracts,done,episodes_total,Epoch,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
0,-256.3285545046176,-483.00961977085984,-360.4627302329467,1000.0,4,2,4000,0,4000,False,4,1,default,2f8f013631c94bff8028d41c51821a70,2022-01-18_00-50-44,1642463444,3.7128114700317374,3.7128114700317374,383945,alfabotek,192.168.1.103,3.7128114700317374,0,1,"[-256.32855450461756, -483.00961977085984, -364.1515896966694, -338.36115695963997]","[1000, 1000, 1000, 1000]",0.0554157578307708,0.5885208921990115,0.0658672133545348,0.0956379014929791,0.0,5760.77,694.352,0.194,20661596.059,2058.165,1943.479,1.085,4000,4000,4000,4000,33.43333333333334,21.516666666666666,0.2000000029802322,4.999999873689376e-05,19.281353,-0.025509475,19.304838,-0.003581339,0.010111704,8.496038,0.0
1,-256.3285545046176,-483.00961977085984,-361.5777529199357,1000.0,4,2,8000,0,8000,False,8,2,default,2f8f013631c94bff8028d41c51821a70,2022-01-18_00-50-48,1642463448,3.6842541694641113,7.39706563949585,383945,alfabotek,192.168.1.103,7.39706563949585,0,2,"[-256.32855450461756, -483.00961977085984, -364.1515896966694, -338.36115695963997, -463.5598759499706, -364.3179063790795, -336.786941953803, -286.1063781448462]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0555349650506128,0.5868961758170168,0.0660082404503122,0.0957981274315434,0.0,4736.579,844.491,0.194,20598178.023,2048.026,1953.1,1.131,8000,8000,8000,8000,34.4,21.0,0.2000000029802322,4.999999873689376e-05,12.369504,-0.030415442,12.397629,-0.19419351,0.011457998,8.469258,0.0
2,-256.3285545046176,-483.00961977085984,-351.60830797706944,1000.0,4,2,12000,0,12000,False,12,3,default,2f8f013631c94bff8028d41c51821a70,2022-01-18_00-50-51,1642463451,3.66035795211792,11.05742359161377,383945,alfabotek,192.168.1.103,11.05742359161377,0,3,"[-256.32855450461756, -483.00961977085984, -364.1515896966694, -338.36115695963997, -463.5598759499706, -364.3179063790795, -336.786941953803, -286.1063781448462, -256.7007570094631, -333.66023436878004, -362.1790807245924, -374.1376002625124]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0556723495774306,0.5872932886541488,0.0661827719039864,0.0960427223941699,0.0,4408.881,907.26,0.198,20189188.929,2015.767,1984.357,1.098,12000,12000,12000,12000,33.08,21.0,0.2000000029802322,4.999999873689376e-05,10.443709,-0.027939457,10.469246,-0.2765973,0.012015501,8.425748,0.0
3,-256.3285545046176,-564.5201488318203,-356.3939295486498,1000.0,4,2,16000,0,16000,False,16,4,default,2f8f013631c94bff8028d41c51821a70,2022-01-18_00-50-55,1642463455,3.643630743026733,14.701054334640505,383945,alfabotek,192.168.1.103,14.701054334640505,0,4,"[-256.32855450461756, -483.00961977085984, -364.1515896966694, -338.36115695963997, -463.5598759499706, -364.3179063790795, -336.786941953803, -286.1063781448462, -256.7007570094631, -333.66023436878004, -362.1790807245924, -374.1376002625124, -299.5331453493711, -564.5201488318203, -271.8974247525111, -347.05245811985986]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0557553939857771,0.5881223005019531,0.0663130445926897,0.0962441696294521,0.0,4222.886,947.22,0.2,20008605.844,1996.213,2003.794,1.091,16000,16000,16000,16000,33.86666666666667,21.0,0.2000000029802322,4.999999873689376e-05,10.51572,-0.02805525,10.541933,-0.16021562,0.009211516,8.380257,0.0
4,-210.47998775740132,-564.5201488318203,-343.05625941715505,1000.0,4,2,20000,0,20000,False,20,5,default,2f8f013631c94bff8028d41c51821a70,2022-01-18_00-50-58,1642463458,3.611094951629639,18.31214928627014,383945,alfabotek,192.168.1.103,18.31214928627014,0,5,"[-256.32855450461756, -483.00961977085984, -364.1515896966694, -338.36115695963997, -463.5598759499706, -364.3179063790795, -336.786941953803, -286.1063781448462, -256.7007570094631, -333.66023436878004, -362.1790807245924, -374.1376002625124, -299.5331453493711, -564.5201488318203, -271.8974247525111, -347.05245811985986, -288.72741195834476, -310.56610985232345, -210.47998775740135, -349.04880599663426]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0558117644472054,0.5886587366379885,0.0663962118448257,0.096377173707658,0.0,4101.576,975.235,0.2,20020544.153,1984.93,2015.184,1.077,20000,20000,20000,20000,32.879999999999995,21.0,0.2000000029802322,4.999999873689376e-05,6.713212,-0.030639553,6.741699,-0.28609303,0.010762709,8.303811,0.0
5,-210.47998775740132,-564.5201488318203,-341.0686364798227,1000.0,4,2,24000,0,24000,False,24,6,default,2f8f013631c94bff8028d41c51821a70,2022-01-18_00-51-02,1642463462,3.6143910884857178,21.92654037475586,383945,alfabotek,192.168.1.103,21.92654037475586,0,6,"[-256.32855450461756, -483.00961977085984, -364.1515896966694, -338.36115695963997, -463.5598759499706, -364.3179063790795, -336.786941953803, -286.1063781448462, -256.7007570094631, -333.66023436878004, -362.1790807245924, -374.1376002625124, -299.5331453493711, -564.5201488318203, -271.8974247525111, -347.05245811985986, -288.72741195834476, -310.56610985232345, -210.47998775740135, -349.04880599663426, -523.5030643730124, -223.26485549592255, -333.8420753144287, -243.91209198928138]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.055869335504864,0.5892091749675138,0.0664708066397229,0.0965037560818213,0.0,4024.921,993.808,0.199,20060441.61,1974.222,2026.115,1.082,24000,24000,24000,24000,33.56,21.0,0.2000000029802322,4.999999873689376e-05,7.8816824,-0.03082928,7.910241,-0.112888604,0.01135352,8.238397,0.0
6,-210.47998775740132,-564.5201488318203,-336.3885090189302,1000.0,4,2,28000,0,28000,False,28,7,default,2f8f013631c94bff8028d41c51821a70,2022-01-18_00-51-06,1642463466,3.6280837059021,25.55462408065796,383945,alfabotek,192.168.1.103,25.55462408065796,0,7,"[-256.32855450461756, -483.00961977085984, -364.1515896966694, -338.36115695963997, -463.5598759499706, -364.3179063790795, -336.786941953803, -286.1063781448462, -256.7007570094631, -333.66023436878004, -362.1790807245924, -374.1376002625124, -299.5331453493711, -564.5201488318203, -271.8974247525111, -347.05245811985986, -288.72741195834476, -310.56610985232345, -210.47998775740135, -349.04880599663426, -523.5030643730124, -223.26485549592255, -333.8420753144287, -243.91209198928138, -353.54778903575743, -372.4524962893217, -222.01957501975505, -285.2111166694689]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0559166180337559,0.5897058629129034,0.0665342212546475,0.0966222902372139,0.0,3968.349,1007.976,0.198,20189188.929,1967.507,2033.03,1.07,28000,28000,28000,28000,33.779999999999994,21.0,0.2000000029802322,4.999999873689376e-05,3.9876666,-0.039340768,4.0243635,0.025732249,0.013219466,8.064497,0.0
7,-210.47998775740132,-564.5201488318203,-335.1274750591872,1000.0,4,2,32000,0,32000,False,32,8,default,2f8f013631c94bff8028d41c51821a70,2022-01-18_00-51-09,1642463469,3.565432071685791,29.12005615234375,383945,alfabotek,192.168.1.103,29.12005615234375,0,8,"[-256.32855450461756, -483.00961977085984, -364.1515896966694, -338.36115695963997, -463.5598759499706, -364.3179063790795, -336.786941953803, -286.1063781448462, -256.7007570094631, -333.66023436878004, -362.1790807245924, -374.1376002625124, -299.5331453493711, -564.5201488318203, -271.8974247525111, -347.05245811985986, -288.72741195834476, -310.56610985232345, -210.47998775740135, -349.04880599663426, -523.5030643730124, -223.26485549592255, -333.8420753144287, -243.91209198928138, -353.54778903575743, -372.4524962893217, -222.01957501975505, -285.2111166694689, -268.9781341637467, -389.3185223525795, -331.044131983929, -315.86016086368636]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0559383421103231,0.5899691165249565,0.0665742086845683,0.096696873527813,0.0,3920.67,1020.234,0.198,20219603.495,1960.612,2040.18,1.08,32000,32000,32000,32000,34.0,21.0,0.2000000029802322,4.999999873689376e-05,6.1823077,-0.02784747,6.208157,-0.096968114,0.009990994,8.050333,0.0
8,-210.47998775740132,-564.5201488318203,-329.4026646146997,1000.0,4,2,36000,0,36000,False,36,9,default,2f8f013631c94bff8028d41c51821a70,2022-01-18_00-51-13,1642463473,3.62544846534729,32.74550461769104,383945,alfabotek,192.168.1.103,32.74550461769104,0,9,"[-256.32855450461756, -483.00961977085984, -364.1515896966694, -338.36115695963997, -463.5598759499706, -364.3179063790795, -336.786941953803, -286.1063781448462, -256.7007570094631, -333.66023436878004, -362.1790807245924, -374.1376002625124, -299.5331453493711, -564.5201488318203, -271.8974247525111, -347.05245811985986, -288.72741195834476, -310.56610985232345, -210.47998775740135, -349.04880599663426, -523.5030643730124, -223.26485549592255, -333.8420753144287, -243.91209198928138, -353.54778903575743, -372.4524962893217, -222.01957501975505, -285.2111166694689, -268.9781341637467, -389.3185223525795, -331.044131983929, -315.86016086368636, -284.69842704956653, -261.5909054067136, -302.3823298438142, -285.7450619351018]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0559666990420758,0.5902849434537187,0.0666200830384745,0.0967782321770386,0.0,3887.543,1028.927,0.197,20297747.547,1956.386,2044.586,1.086,36000,36000,36000,36000,35.28,21.0,0.2000000029802322,4.999999873689376e-05,6.765706,-0.03934857,6.802447,-0.06887165,0.01303855,8.007419,0.0
9,-210.47998775740132,-564.5201488318203,-327.7397100721781,1000.0,4,2,40000,0,40000,False,40,10,default,2f8f013631c94bff8028d41c51821a70,2022-01-18_00-51-16,1642463476,3.5339391231536865,36.27944374084473,383945,alfabotek,192.168.1.103,36.27944374084473,0,10,"[-256.32855450461756, -483.00961977085984, -364.1515896966694, -338.36115695963997, -463.5598759499706, -364.3179063790795, -336.786941953803, -286.1063781448462, -256.7007570094631, -333.66023436878004, -362.1790807245924, -374.1376002625124, -299.5331453493711, -564.5201488318203, -271.8974247525111, -347.05245811985986, -288.72741195834476, -310.56610985232345, -210.47998775740135, -349.04880599663426, -523.5030643730124, -223.26485549592255, -333.8420753144287, -243.91209198928138, -353.54778903575743, -372.4524962893217, -222.01957501975505, -285.2111166694689, -268.9781341637467, -389.3185223525795, -331.044131983929, -315.86016086368636, -284.69842704956653, -261.5909054067136, -302.3823298438142, -285.7450619351018, -360.01260287721925, -293.65700721353585, -254.36787929590645, -343.0549873712769]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0559933496468763,0.5905962026292463,0.0666619787886538,0.0968538637762179,0.0,3861.204,1035.946,0.197,20272131.464,1944.633,2056.943,1.101,40000,40000,40000,40000,32.88,21.28,0.2000000029802322,4.999999873689376e-05,7.521833,-0.04350791,7.5625515,-0.16379024,0.013947222,8.028987,0.0
