Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-343.98868	45.11788	-295.79575	-410.12393	1000.0	0.010239559	0.27994502	0.87316483	-0.81333506	4000	3.5390258e-08	1203.6919	-0.0504791	-399.7417	0.91893864	0.015020807	0.2295	64.0	0.5919668674468994
1	-297.84888	52.538017	-235.58183	-366.26276	1000.0	-7.941828	1.501899	-1.2777641	-9.65037	8000	-4.0978193e-08	690.5381	-0.055611093	-283.05267	0.909302	0.013807389	0.27025002	79.0	1.2064404487609863
2	-300.9722	52.515038	-223.69844	-363.8746	1000.0	-15.952001	0.52384037	-9.922005	-16.2946	12000	1.4901161e-08	360.9629	-0.0117356675	-107.49673	0.90479624	0.017570488	0.21225	6.0	1.698040246963501
3	-301.912	156.78177	-198.17247	-573.06134	1000.0	-20.724821	0.4727662	-3.685532	-20.920786	16000	0.0	489.89432	-0.040470645	-39.534565	0.9041468	0.015355747	0.178	33.0	2.2659239768981934
4	-310.2825	49.608044	-235.54877	-359.4262	1000.0	-23.522594	1.1730226	6.498928	-23.896505	20000	1.1175871e-08	281.15332	-0.047226213	-49.245193	0.9028969	0.0150741115	0.22125	48.0	2.802882194519043
5	-258.0495	16.24029	-248.00896	-286.15228	1000.0	-27.05358	0.566918	-7.541173	-27.20995	24000	-7.450581e-09	113.754616	-0.05886812	-3.6895237	0.89783365	0.01501569	0.2895	74.0	3.3911283016204834
6	-245.2441	16.879524	-230.40428	-272.5393	1000.0	-26.160555	2.420557	6.97505	-26.966515	28000	7.916242e-09	143.5475	-0.050990984	-10.576113	0.88609385	0.015000071	0.22874999	57.0	3.9471452236175537
7	-175.83582	79.96056	-78.245316	-300.89218	1000.0	-25.109259	3.0200193	11.823629	-26.29728	32000	2.7939677e-08	167.95844	-0.0105559565	-90.290665	0.8776189	0.015439883	0.14425	6.0	4.404380798339844
8	-222.12125	52.60926	-155.76965	-297.29074	1000.0	-11.290504	10.735605	24.625666	-25.640707	36000	1.4901161e-08	393.6804	-0.010595704	-267.14978	0.8781639	0.016640648	0.21675	6.0	4.861233711242676
9	-208.48749	104.06611	-129.93398	-386.43472	1000.0	-20.777918	3.3156648	-1.0527575	-25.901104	40000	1.4901161e-08	186.03845	-0.008570025	-19.175587	0.8787857	0.015923053	0.20925	6.0	5.32996392250061
