Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-303.73645	113.93042	-149.32103	-451.89307	1000.0	0.078592665	0.25047946	0.7217707	-0.6094795	4000	1.4901161e-08	17.664888	-0.05537577	-9.621504	0.91893864	0.011272764	0.25849998	79.0	2.402104377746582
1	-287.06195	45.749046	-233.67616	-350.6766	1000.0	-2.5316172	1.1664901	2.3811107	-5.4432616	8000	-7.450581e-09	6.1437097	-0.012732107	-1.7251899	0.9035055	0.01607494	0.225	7.0	3.915195941925049
2	-259.4903	69.18432	-141.16502	-315.8345	1000.0	-2.5036519	1.5631787	4.2327123	-6.725203	12000	1.1175871e-08	6.67134	-0.011553115	-2.5688195	0.9022812	0.015240518	0.214	8.0	5.580474376678467
3	-230.11201	31.5907	-182.78877	-271.7808	1000.0	-2.2650223	1.8308519	5.8969765	-8.554406	16000	1.816079e-08	3.3606987	-0.04512143	-0.86191654	0.90011615	0.015006507	0.2035	39.0	7.368741035461426
4	-202.91852	60.15687	-101.846405	-258.5727	1000.0	-1.7452589	2.0547488	6.0204024	-7.872334	20000	2.2351742e-08	3.9795282	-0.04465332	-0.8085992	0.88656175	0.01518941	0.20575	42.0	9.272225141525269
5	-196.53687	37.386715	-137.44421	-238.18718	1000.0	-2.0168128	1.8406951	6.321512	-7.544656	24000	-1.4901161e-08	2.8407373	-0.0107643055	-0.63296354	0.8728288	0.017467327	0.17199999	7.0	10.92223858833313
6	-197.1937	28.969631	-151.35905	-231.2558	1000.0	-1.656533	2.228981	7.0365295	-10.045314	28000	-1.1175871e-08	3.6578279	-0.0111258775	-0.8232759	0.87088776	0.017769685	0.20899999	6.0	12.557096242904663
7	-167.18835	57.7302	-93.2657	-229.19373	1000.0	-1.5948137	2.4256349	7.8709116	-9.454266	32000	1.4901161e-08	4.3482695	-0.009178336	-1.0602891	0.8689616	0.01701223	0.183	6.0	14.179718732833862
8	-200.74692	31.873623	-179.53491	-255.83258	1000.0	-1.982431	1.454957	6.1116223	-6.3261228	36000	1.1175871e-08	2.20916	-0.049631685	-0.75598013	0.86712855	0.0150662735	0.22125	49.0	16.142305850982666
9	-193.15884	17.417725	-163.9931	-209.30803	1000.0	-1.1847494	2.176922	7.542981	-10.631431	40000	1.8626451e-08	4.931603	-0.05874952	-1.9139544	0.85185134	0.014593124	0.28175002	79.0	18.462076663970947
10	-137.64731	21.683147	-100.2078	-151.5255	1000.0	-1.3874917	2.0613441	5.904085	-10.499468	44000	1.4901161e-08	3.073526	-0.013328413	-0.879552	0.8323667	0.017441204	0.257	7.0	20.16179609298706
11	-114.46857	78.99019	-39.735428	-242.25723	1000.0	-0.7107278	2.1820018	8.519045	-8.727182	48000	2.2351742e-08	4.639038	-0.04898407	-2.283031	0.8311872	0.01504433	0.20225	47.0	22.1036057472229
12	-137.85738	21.007343	-118.97909	-171.05241	1000.0	-1.2070872	1.4471885	6.72474	-7.7194147	52000	-1.1175871e-08	2.207098	-0.06069208	-0.6617855	0.8229776	0.014408232	0.27775002	79.0	24.254010438919067
13	-118.092636	29.738848	-67.70404	-142.43158	1000.0	-0.9516017	1.868949	6.3016768	-7.700776	56000	-7.450581e-09	2.6901464	-0.052791778	-0.6661361	0.80826515	0.015011448	0.24825001	45.0	26.148874282836914
14	-166.67587	20.680382	-149.55405	-201.94102	1000.0	-1.3633964	1.852685	5.474523	-10.192137	60000	-1.4901161e-08	2.6742668	-0.054479554	-0.7339504	0.7965072	0.01537476	0.24650002	46.0	28.154224395751953
15	-100.295395	23.630087	-66.98899	-130.35942	1000.0	-1.2386333	2.0054903	7.290854	-9.003713	64000	9.313226e-09	2.7896245	-0.046389535	-0.7785375	0.7840371	0.015262138	0.22025	37.0	29.93302297592163
16	-111.17865	37.78985	-45.856075	-136.85991	1000.0	-1.0265207	1.6802518	6.224116	-8.622519	68000	-9.313226e-09	2.1563764	-0.012019743	-0.529054	0.77557373	0.015798781	0.23324999	7.0	31.577667713165283
17	-129.60951	17.945803	-106.204155	-154.32344	1000.0	-1.2288707	1.3817921	6.242599	-8.020209	72000	1.6763806e-08	1.8858244	-0.05269622	-0.53550947	0.7735363	0.015127525	0.26	42.0	33.49913549423218
18	-99.49192	23.51405	-74.35333	-126.89739	1000.0	-1.0025818	1.6042769	6.319278	-7.4040794	76000	-5.5879354e-09	1.9894559	-0.011657535	-0.61711645	0.76304233	0.018493906	0.24475	6.0	35.17026472091675
19	-116.67259	11.6280365	-99.41312	-129.53413	1000.0	-1.0739007	1.1673999	5.7754455	-7.421828	80000	1.4901161e-08	1.5057585	-0.011101028	-0.39896917	0.7615415	0.015164878	0.25175	6.0	36.83977937698364
20	-161.1643	28.241592	-115.47673	-187.05264	1000.0	-1.0884123	1.7639273	8.050581	-9.950424	84000	4.4703484e-08	2.715127	-0.062810384	-1.0387343	0.7594741	0.015066223	0.3095	78.0	38.974892139434814
21	-122.28226	46.6304	-73.30223	-190.99902	1000.0	-1.3539163	2.3321614	7.199008	-11.189834	88000	-9.313226e-09	3.0318837	-0.011747304	-0.91703707	0.7479787	0.017163709	0.20449999	5.0	40.57897710800171
22	-78.2558	25.973204	-55.294342	-121.314865	1000.0	-0.9246912	1.7726907	7.3839006	-12.474983	92000	2.3283064e-08	1.9889557	-0.010514715	-0.5781916	0.7473271	0.0191654	0.22	5.0	42.17066049575806
23	-82.31991	23.110138	-55.7977	-119.043655	1000.0	-0.7378573	1.5299858	8.406173	-8.367415	96000	-7.450581e-09	1.7204583	-0.008163661	-0.5272228	0.74598306	0.017930668	0.21775	5.0	43.76540780067444
24	-65.339355	30.33988	-33.298996	-108.99974	1000.0	-0.73581374	1.390457	6.256206	-7.656486	100000	5.5879354e-09	1.8240376	-0.009292785	-0.5802584	0.7443916	0.017123349	0.199	5.0	45.53921461105347
25	-43.078377	29.211996	-7.48393	-87.248726	1000.0	-0.5079272	1.3932351	7.7916307	-7.878862	104000	1.6763806e-08	1.4721358	-0.014763684	-0.38070872	0.7426802	0.016387727	0.26375002	7.0	47.13677477836609
