episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,8,4000,0,4000,False,0,1,default,3c2c325c44784384b73c3bce03c69dd1,2022-01-14_08-41-35,1642146095,2.573974609375,2.573974609375,172759,alfabotek,192.168.1.101,2.573974609375,0,1,[],[],4258.541,939.289,0.187,21372249.682,2029.714,1970.721,1.642,4000,4000,4000,4000,32.775,22.275,0.20000000298023224,4.999999873689376e-05,1228.23,-0.00439415,1228.2339,-0.023878295,0.002080316,8.518345,0.0
-73.39302729000008,-487.5060441631141,-337.5199303548022,1000.0,8,8,8000,0,8000,False,8,2,default,3c2c325c44784384b73c3bce03c69dd1,2022-01-14_08-41-37,1642146097,2.4581851959228516,5.032159805297852,172759,alfabotek,192.168.1.101,5.032159805297852,0,2,"[-337.4787998421515, -299.96229971421155, -73.39302729000008, -402.90463906969774, -487.5060441631141, -369.41447611920245, -389.7395052174302, -339.7606514226102]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3420.081,1169.563,0.188,21250431.919,1975.284,2025.026,1.616,8000,8000,8000,8000,36.099999999999994,20.4,0.10000000149011612,4.999999873689376e-05,694.0169,-0.002909859,694.01965,-0.18574457,0.0021946167,8.502692,0.0
-73.39302729000008,-487.5060441631141,-337.5199303548022,1000.0,0,8,12000,0,12000,False,8,3,default,3c2c325c44784384b73c3bce03c69dd1,2022-01-14_08-41-40,1642146100,2.3872532844543457,7.419413089752197,172759,alfabotek,192.168.1.101,7.419413089752197,0,3,"[-337.4787998421515, -299.96229971421155, -73.39302729000008, -402.90463906969774, -487.5060441631141, -369.41447611920245, -389.7395052174302, -339.7606514226102]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3109.569,1286.352,0.19,21103416.352,1925.691,2077.177,1.557,12000,12000,12000,12000,41.699999999999996,20.4,0.05000000074505806,4.999999873689376e-05,966.66345,-0.0074607334,966.67084,-0.2911626,0.0027765213,8.490106,0.0
-73.39302729000008,-487.5060441631141,-349.2952668653173,1000.0,8,8,16000,0,16000,False,16,4,default,3c2c325c44784384b73c3bce03c69dd1,2022-01-14_08-41-42,1642146102,2.390589952468872,9.81000304222107,172759,alfabotek,192.168.1.101,9.81000304222107,0,4,"[-337.4787998421515, -299.96229971421155, -73.39302729000008, -402.90463906969774, -487.5060441631141, -369.41447611920245, -389.7395052174302, -339.7606514226102, -315.1585072719688, -244.82022123819027, -355.9366189654295, -402.5458852543059, -430.6380488931944, -372.89505077262424, -365.52891494241425, -401.0415796685313]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2929.041,1365.634,0.22,18186684.011,1903.109,2101.824,1.562,16000,16000,16000,16000,34.975,20.4,0.02500000037252903,4.999999873689376e-05,268.1879,0.001404523,268.18643,-0.23138064,0.0024211896,8.477074,0.0
-73.39302729000008,-487.5060441631141,-349.2952668653173,1000.0,0,8,20000,0,20000,False,16,5,default,3c2c325c44784384b73c3bce03c69dd1,2022-01-14_08-41-45,1642146105,2.368767738342285,12.178770780563354,172759,alfabotek,192.168.1.101,12.178770780563354,0,5,"[-337.4787998421515, -299.96229971421155, -73.39302729000008, -402.90463906969774, -487.5060441631141, -369.41447611920245, -389.7395052174302, -339.7606514226102, -315.1585072719688, -244.82022123819027, -355.9366189654295, -402.5458852543059, -430.6380488931944, -372.89505077262424, -365.52891494241425, -401.0415796685313]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2821.055,1417.909,0.215,18612398.491,1886.992,2119.776,1.527,20000,20000,20000,20000,38.800000000000004,20.4,0.012500000186264515,4.999999873689376e-05,390.18997,-0.014451038,390.20438,-0.115124546,0.0027135923,8.487913,0.0
-73.39302729000008,-487.5060441631141,-334.46241905047765,1000.0,8,8,24000,0,24000,False,24,6,default,3c2c325c44784384b73c3bce03c69dd1,2022-01-14_08-41-47,1642146107,2.376870632171631,14.555641412734985,172759,alfabotek,192.168.1.101,14.555641412734985,0,6,"[-337.4787998421515, -299.96229971421155, -73.39302729000008, -402.90463906969774, -487.5060441631141, -369.41447611920245, -389.7395052174302, -339.7606514226102, -315.1585072719688, -244.82022123819027, -355.9366189654295, -402.5458852543059, -430.6380488931944, -372.89505077262424, -365.52891494241425, -401.0415796685313, -257.7638627637363, -194.8255215565992, -299.7380385017964, -354.95707850467505, -270.6143266699554, -287.69795992911327, -438.0105735502404, -334.76642589027125]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2743.385,1458.053,0.234,17081842.186,1880.896,2126.646,1.501,24000,24000,24000,24000,39.166666666666664,20.4,0.0062500000931322575,4.999999873689376e-05,202.88626,-0.0036905976,202.88994,-0.023904642,0.0025512518,8.46044,0.0
-73.39302729000008,-487.5060441631141,-334.46241905047765,1000.0,0,8,28000,0,28000,False,24,7,default,3c2c325c44784384b73c3bce03c69dd1,2022-01-14_08-41-49,1642146109,2.3619093894958496,16.917550802230835,172759,alfabotek,192.168.1.101,16.917550802230835,0,7,"[-337.4787998421515, -299.96229971421155, -73.39302729000008, -402.90463906969774, -487.5060441631141, -369.41447611920245, -389.7395052174302, -339.7606514226102, -315.1585072719688, -244.82022123819027, -355.9366189654295, -402.5458852543059, -430.6380488931944, -372.89505077262424, -365.52891494241425, -401.0415796685313, -257.7638627637363, -194.8255215565992, -299.7380385017964, -354.95707850467505, -270.6143266699554, -287.69795992911327, -438.0105735502404, -334.76642589027125]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2690.855,1486.516,0.235,17010502.897,1875.509,2132.755,1.493,28000,28000,28000,28000,35.55,20.4,0.0031250000465661287,4.999999873689376e-05,519.4859,-0.010956488,519.4968,-0.10466648,0.0026594966,8.477334,0.0
-73.39302729000008,-529.5743761450304,-341.178840389721,1000.0,8,8,32000,0,32000,False,32,8,default,3c2c325c44784384b73c3bce03c69dd1,2022-01-14_08-41-52,1642146112,2.39064621925354,19.308197021484375,172759,alfabotek,192.168.1.101,19.308197021484375,0,8,"[-337.4787998421515, -299.96229971421155, -73.39302729000008, -402.90463906969774, -487.5060441631141, -369.41447611920245, -389.7395052174302, -339.7606514226102, -315.1585072719688, -244.82022123819027, -355.9366189654295, -402.5458852543059, -430.6380488931944, -372.89505077262424, -365.52891494241425, -401.0415796685313, -257.7638627637363, -194.8255215565992, -299.7380385017964, -354.95707850467505, -270.6143266699554, -287.69795992911327, -438.0105735502404, -334.76642589027125, -368.7114900242868, -374.4284100121221, -274.0212347491526, -376.2824384088144, -299.4423340002023, -529.5743761450304, -315.1773114148819, -352.9872405051175]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2649.787,1509.555,0.23,17369966.093,1875.759,2132.47,1.491,32000,32000,32000,32000,39.49999999999999,20.4,0.0015625000232830644,4.999999873689376e-05,164.4796,-0.0043652295,164.48395,-0.0290848,0.0027628613,8.439828,0.0
-73.39302729000008,-529.5743761450304,-341.178840389721,1000.0,0,8,36000,0,36000,False,32,9,default,3c2c325c44784384b73c3bce03c69dd1,2022-01-14_08-41-54,1642146114,2.3688981533050537,21.67709517478943,172759,alfabotek,192.168.1.101,21.67709517478943,0,9,"[-337.4787998421515, -299.96229971421155, -73.39302729000008, -402.90463906969774, -487.5060441631141, -369.41447611920245, -389.7395052174302, -339.7606514226102, -315.1585072719688, -244.82022123819027, -355.9366189654295, -402.5458852543059, -430.6380488931944, -372.89505077262424, -365.52891494241425, -401.0415796685313, -257.7638627637363, -194.8255215565992, -299.7380385017964, -354.95707850467505, -270.6143266699554, -287.69795992911327, -438.0105735502404, -334.76642589027125, -368.7114900242868, -374.4284100121221, -274.0212347491526, -376.2824384088144, -299.4423340002023, -529.5743761450304, -315.1773114148819, -352.9872405051175]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2621.556,1525.811,0.227,17594377.068,1873.689,2134.826,1.5,36000,36000,36000,36000,40.333333333333336,20.4,0.0007812500116415322,4.999999873689376e-05,394.5971,-0.018390652,394.6155,-0.12181735,0.0027201436,8.471241,0.0
-73.39302729000008,-529.5743761450304,-341.5506229609574,1000.0,8,8,40000,0,40000,False,40,10,default,3c2c325c44784384b73c3bce03c69dd1,2022-01-14_08-41-56,1642146116,2.3772575855255127,24.05435276031494,172759,alfabotek,192.168.1.101,24.05435276031494,0,10,"[-337.4787998421515, -299.96229971421155, -73.39302729000008, -402.90463906969774, -487.5060441631141, -369.41447611920245, -389.7395052174302, -339.7606514226102, -315.1585072719688, -244.82022123819027, -355.9366189654295, -402.5458852543059, -430.6380488931944, -372.89505077262424, -365.52891494241425, -401.0415796685313, -257.7638627637363, -194.8255215565992, -299.7380385017964, -354.95707850467505, -270.6143266699554, -287.69795992911327, -438.0105735502404, -334.76642589027125, -368.7114900242868, -374.4284100121221, -274.0212347491526, -376.2824384088144, -299.4423340002023, -529.5743761450304, -315.1773114148819, -352.9872405051175, -264.4539063836653, -253.08740279042115, -356.0116582809962, -381.57690107519284, -334.7575997075948, -484.7900479635453, -337.37486741290905, -332.249642352899]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2596.197,1540.715,0.224,17850001.064,1873.652,2134.868,1.497,40000,40000,40000,40000,33.725,20.4,0.0003906250058207661,4.999999873689376e-05,146.46999,-0.0020468363,146.47205,-0.11249757,0.0030874237,8.417358,0.0
