Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-341.7464	48.459515	-288.08878	-414.36383	1000.0	0.0056890515	0.28415543	0.8128593	-0.8511403	4000	-1.4901161e-08	1148.7634	-0.030676354	-407.50592	0.91893864	0.0011970943	0.30275	79.0	1.8314902782440186
1	-338.9346	73.539856	-238.8641	-443.95355	1000.0	-6.662625	1.5074162	0.046722293	-9.560634	8000	7.450581e-09	936.7269	-0.031174794	-406.06427	0.91707844	0.003729723	0.30075002	79.0	3.6037280559539795
2	-318.40817	30.099058	-270.17624	-348.35498	1000.0	-16.439436	0.45399508	-9.789517	-16.69769	12000	-2.2351742e-08	404.29623	-0.034434926	-113.824	0.91486156	0.0047009187	0.3335	79.0	5.384720802307129
3	-273.02618	130.1841	-96.21423	-412.52798	1000.0	-20.934305	0.77717024	5.260859	-21.211784	16000	3.7252903e-09	455.62183	-0.032686755	-29.514278	0.91201645	0.003370611	0.29525	79.0	7.152079820632935
4	-278.20834	56.05614	-195.41464	-353.6082	1000.0	-15.751027	15.281786	22.961527	-23.28698	20000	-1.4901161e-08	513.95605	-0.035242014	-374.42926	0.9095504	0.0020200824	0.34725	79.0	8.974252939224243
5	-275.01047	25.059975	-246.16705	-309.39413	1000.0	-23.807747	1.6446894	9.023175	-24.343687	24000	-8.381903e-09	120.02936	-0.035437025	-8.278477	0.907411	0.009241511	0.32975	79.0	10.830119609832764
6	-260.41855	39.226192	-202.81006	-310.24802	1000.0	-25.330235	0.8589121	-0.73601913	-25.639252	28000	3.7252903e-09	164.44263	-0.035204597	-3.269411	0.9049302	0.0063261106	0.3545	79.0	12.67607831954956
7	-220.07559	36.67832	-176.95084	-268.2008	1000.0	-25.135761	2.2712612	8.709451	-25.977432	32000	-3.7252903e-09	189.77672	-0.03613367	-16.373163	0.90084994	0.004266417	0.353	79.0	14.498319387435913
8	-218.71376	79.78629	-106.14339	-330.13654	1000.0	-22.633005	3.1186905	2.6864676	-25.025368	36000	-1.6763806e-08	152.83731	-0.035376072	-6.296835	0.89690983	0.008234081	0.34025002	79.0	16.19189715385437
9	-259.1522	51.583508	-179.04633	-322.72873	1000.0	-22.153835	3.0539393	3.941977	-24.918985	40000	-1.4901161e-08	202.64644	-0.036837827	-18.124245	0.8944001	0.006460754	0.35799998	79.0	17.77398180961609
10	-225.78992	72.00877	-154.30325	-329.0666	1000.0	-25.158184	1.876734	-2.99947	-26.299582	44000	1.8626451e-08	180.96011	-0.036208175	-17.669062	0.89277786	0.0063754553	0.3515	79.0	19.55671739578247
11	-230.8277	119.76024	-112.2069	-426.0134	1000.0	-22.417591	4.156236	9.444233	-25.684269	48000	-1.4901161e-08	306.25388	-0.03589918	-16.19996	0.88867515	0.007980472	0.3485	79.0	21.401548385620117
12	-248.24188	66.46529	-146.66783	-333.12183	1000.0	-22.748688	4.941688	12.205622	-26.68133	52000	-1.5832484e-08	171.49869	-0.037037086	-18.220337	0.88528085	0.007485687	0.36975	79.0	23.205788612365723
13	-154.52632	46.05852	-76.765656	-196.77534	1000.0	-23.726341	4.0934305	5.5330853	-27.481306	56000	7.450581e-09	211.77968	-0.03862175	-78.828835	0.8865807	0.008427951	0.3675	79.0	24.989221572875977
14	-243.78604	69.34681	-167.6962	-355.5837	1000.0	-20.560923	6.145019	4.04656	-26.979328	60000	-2.6077032e-08	145.52048	-0.038508847	-31.037313	0.88690025	0.006494189	0.39725	79.0	26.768169164657593
15	-235.94495	39.42555	-193.2271	-299.23465	1000.0	-22.13026	5.28675	5.963108	-27.768814	64000	0.0	177.2998	-0.037320692	-17.077145	0.88511187	0.009057071	0.3725	79.0	28.543940544128418
16	-229.36642	45.895763	-178.58636	-292.36282	1000.0	-24.729143	4.683303	10.646791	-28.122952	68000	2.6077032e-08	146.95947	-0.037712153	-15.125553	0.883458	0.010123434	0.39475	79.0	30.461851358413696
17	-225.97032	45.182472	-176.17142	-299.2961	1000.0	-22.031782	5.9482718	5.920026	-28.80058	72000	1.8626451e-08	201.08472	-0.038562447	-19.502447	0.8805213	0.009214198	0.40275002	79.0	32.33709764480591
18	-250.39288	50.517094	-199.44675	-334.36118	1000.0	-24.704365	5.4445567	6.4673476	-29.286745	76000	7.450581e-09	140.12527	-0.036739588	-11.668162	0.8777272	0.007485596	0.384	79.0	33.886772871017456
19	-253.16232	31.854393	-204.80942	-291.77002	1000.0	-24.512444	5.789218	6.564054	-29.652626	80000	7.450581e-09	132.14955	-0.03716182	-21.884724	0.8751571	0.011279507	0.39275	79.0	35.5943124294281
20	-199.59001	67.942795	-83.456856	-254.969	1000.0	-26.40116	4.4678574	11.583042	-30.162886	84000	-7.450581e-09	151.91026	-0.03925929	-46.616646	0.8731867	0.008536711	0.3855	79.0	37.45199418067932
21	-197.34885	67.5348	-140.35992	-312.5387	1000.0	-18.792183	5.4707594	6.926025	-29.439901	88000	2.2351742e-08	267.37662	-0.03798387	-24.313135	0.8721458	0.0032891333	0.39200002	79.0	39.324411153793335
22	-199.02252	30.982843	-156.00935	-239.19405	1000.0	-22.491003	5.297353	2.6810102	-29.889122	92000	-7.450581e-09	71.679985	-0.039440535	-13.809455	0.8708584	0.00794065	0.40025002	79.0	41.16469764709473
23	-158.59164	33.064564	-130.74184	-213.84381	1000.0	-20.46499	4.8769073	2.1549795	-29.357931	96000	0.0	85.73367	-0.039221115	-27.64849	0.868543	0.008643375	0.39525	79.0	43.039766788482666
24	-179.69392	55.145245	-111.860855	-257.33252	1000.0	-20.44295	6.392546	1.0072984	-28.999546	100000	-7.450581e-09	71.87714	-0.039568964	-22.35019	0.86606526	0.008162925	0.41325	79.0	44.82626509666443
25	-170.89636	60.432583	-89.50072	-252.43385	1000.0	-11.025299	7.3931813	7.088188	-29.371368	104000	4.4703484e-08	179.53265	-0.03826773	-80.98306	0.8626382	0.0070517333	0.39275	79.0	46.69771909713745
26	-167.08379	16.914879	-140.35121	-185.7704	1000.0	-19.484625	4.7278104	1.8250667	-28.282791	108000	-3.7252903e-09	115.70231	-0.03976482	-24.502161	0.86060905	0.008183513	0.429	79.0	48.497963428497314
27	-132.35626	38.07678	-76.51634	-173.62436	1000.0	-16.368694	6.0860467	5.891427	-28.388395	112000	-1.21071935e-08	90.40511	-0.039936036	-10.64005	0.85674226	0.004147779	0.4055	79.0	50.18576383590698
28	-191.45056	27.13113	-145.64673	-215.67473	1000.0	-15.759692	6.724386	10.429197	-28.065357	116000	-3.7252903e-08	72.5078	-0.039807945	-22.628637	0.85452354	0.005000787	0.41250002	79.0	51.97294902801514
29	-156.93854	32.256504	-101.77084	-180.52249	1000.0	-19.085644	5.163025	-0.05265057	-28.262573	120000	-3.7252903e-09	85.5605	-0.039634336	-9.859051	0.8529847	0.00586439	0.398	79.0	53.91664099693298
30	-156.06885	24.136637	-126.43957	-188.93684	1000.0	-16.28758	5.903362	9.038452	-26.425898	124000	0.0	93.58955	-0.040906314	-8.696121	0.8471608	0.012195148	0.44625002	79.0	55.755921602249146
31	-181.39427	46.132587	-132.81818	-253.51913	1000.0	-15.832065	6.743622	5.736472	-28.2123	128000	1.1175871e-08	105.10912	-0.039653532	-16.818027	0.8410654	0.0070501375	0.411	79.0	57.60497760772705
32	-100.53035	44.79798	-53.65229	-172.45653	1000.0	-16.75114	6.8229923	6.539365	-29.90341	132000	2.4214387e-08	124.714325	-0.04192605	-41.8108	0.8393727	0.011532183	0.42325	79.0	59.46856093406677
33	-174.01968	21.1644	-137.53668	-188.54617	1000.0	-14.848684	7.618074	8.238569	-28.51215	136000	7.450581e-09	87.67255	-0.040999774	-23.745745	0.8336082	0.007642989	0.419	79.0	61.27256798744202
34	-96.56123	40.13891	-59.72327	-164.40886	1000.0	-15.407523	4.716736	4.549404	-28.801727	140000	-1.8626451e-08	119.12693	-0.04011558	-28.058128	0.82801276	0.006481623	0.3955	79.0	63.131508588790894
35	-121.561905	33.88614	-70.486565	-162.95891	1000.0	-11.527787	6.258838	14.499997	-27.135895	144000	8.381903e-09	91.759926	-0.039102666	-9.498713	0.8242259	0.0071872296	0.38	79.0	65.03410601615906
36	-114.58677	61.93794	-47.283195	-180.55782	1000.0	-15.395756	8.831988	14.092555	-29.362476	148000	1.1175871e-08	58.026245	-0.04138491	-8.504742	0.8200512	0.007939975	0.40275002	79.0	66.68612480163574
37	-70.23871	38.141857	-34.027706	-133.3129	1000.0	-10.612911	6.0928364	11.88537	-25.365595	152000	7.450581e-09	88.54892	-0.040171955	-17.25193	0.81658363	0.009543179	0.416	79.0	68.5295889377594
38	-64.62006	36.94582	-3.7104862	-101.627266	1000.0	-7.1634893	7.3999643	15.642935	-26.883638	156000	-9.313226e-09	93.4848	-0.04179519	-10.215184	0.8132974	0.007866639	0.40025	79.0	70.34682393074036
39	-96.601364	50.247383	-47.52883	-176.27478	1000.0	-5.129452	6.460095	17.503168	-24.45662	160000	2.2351742e-08	207.16457	-0.042160295	-46.165367	0.8100094	0.006561371	0.405	79.0	72.23834824562073
40	-135.14558	64.89586	-59.6003	-238.49286	1000.0	-18.306961	9.05984	15.237534	-30.077124	164000	3.7252903e-09	46.174984	-0.04346735	-14.903124	0.80502003	0.012358374	0.44375002	79.0	74.04864645004272
41	-152.96735	20.580515	-134.41542	-186.15732	1000.0	-14.674457	10.030843	12.996691	-29.747242	168000	-2.4214387e-08	80.85574	-0.04160968	-24.516827	0.8033289	0.007940086	0.43225002	79.0	75.80474424362183
42	-82.099594	42.824406	-34.42257	-139.45445	1000.0	-13.892191	6.5144315	8.291384	-28.258995	172000	-1.1175871e-08	99.35293	-0.041181646	-24.559456	0.7992698	0.007434352	0.406	79.0	77.62222337722778
43	-89.05156	57.52023	-6.328088	-150.57863	1000.0	-12.274155	7.011869	13.123827	-26.069807	176000	-3.7252903e-09	68.13049	-0.041686796	-17.983839	0.7963328	0.007681221	0.42025	79.0	79.49659824371338
44	-83.34329	64.54932	8.975062	-168.89116	1000.0	-7.411457	7.7366214	16.237757	-26.230188	180000	1.4901161e-08	72.36018	-0.041093215	-13.038743	0.7926348	0.0053980583	0.39975	79.0	81.28462338447571
45	-51.243088	50.476063	24.76683	-114.76686	1000.0	-5.4439793	4.8782196	16.070862	-25.460905	184000	0.0	98.12953	-0.04013644	-14.19797	0.79201627	0.0071096956	0.40375	79.0	82.8440933227539
46	-37.82176	8.84455	-24.93382	-49.6189	1000.0	-5.5150275	3.422043	10.153176	-20.135435	188000	5.5879354e-09	55.690113	-0.038165852	-9.50934	0.7889649	0.0034639589	0.37375	79.0	84.56866431236267
47	-45.266037	20.315695	-18.346382	-71.933014	1000.0	-3.7903347	4.894061	14.416029	-19.363098	192000	1.1175871e-08	61.069077	-0.041567665	-7.691931	0.7849691	0.0068969093	0.426	79.0	86.36848330497742
48	-107.11986	56.683353	-11.025017	-154.26108	1000.0	-9.600474	8.850175	13.686693	-28.37437	196000	-1.1175871e-08	100.23849	-0.04151955	-15.358655	0.7817067	0.006481662	0.426	79.0	88.17283487319946
49	-25.10624	40.08234	35.432766	-75.54218	1000.0	-7.0532303	4.1202955	11.594309	-24.59025	200000	-7.450581e-09	102.8295	-0.042077094	-24.756357	0.7810799	0.009285967	0.41675	79.0	89.93234205245972
50	-75.760994	63.24054	-1.2602371	-147.85692	1000.0	-7.3140216	7.46099	9.741608	-25.14655	204000	1.4901161e-08	62.49385	-0.04523888	-20.273159	0.7790391	0.014268745	0.43875	79.0	91.70639967918396
51	-49.408195	58.706024	19.199404	-133.82666	1000.0	-4.394937	7.95019	13.445983	-27.993355	208000	-2.2351742e-08	123.26774	-0.039732076	-16.074156	0.7750924	0.0021790129	0.39000002	79.0	93.4819004535675
52	11.469999	27.949297	46.07513	-18.943735	1000.0	-2.6808355	4.5834837	14.691771	-24.479656	212000	1.4901161e-08	82.43552	-0.041540742	-22.188656	0.7740452	0.008349745	0.41475	79.0	95.26628828048706
53	-63.127724	60.388554	26.101171	-129.68489	1000.0	-3.429956	9.836512	14.726016	-28.800453	216000	-7.450581e-09	157.39658	-0.041331593	-40.316624	0.77215546	0.0027594739	0.417	79.0	97.0158863067627
54	30.991362	40.905777	82.16222	-32.260937	1000.0	-2.4178438	4.6633554	10.4164	-24.573309	220000	0.0	147.38577	-0.041352842	-38.70044	0.77029	0.0034014801	0.423	79.0	98.65916585922241
55	8.701512	20.040731	28.298084	-23.18123	1000.0	0.4715299	4.37669	21.3118	-20.028044	224000	-2.2351742e-08	112.54028	-0.042478904	-14.478646	0.76435953	0.0065849675	0.42425	79.0	100.2704029083252
56	-108.012436	96.82765	58.471878	-182.47859	1000.0	-13.523473	13.53708	20.88772	-30.910933	228000	-2.6077032e-08	45.61673	-0.042370725	-15.243844	0.7601109	0.0068948744	0.41975	79.0	101.66347908973694
57	72.457535	46.236954	128.18436	7.899492	1000.0	2.9341202	3.6294196	18.913223	-12.481766	232000	-5.5879354e-09	99.17372	-0.041765	-26.006443	0.75590986	0.004049724	0.4075	79.0	103.08439064025879
58	-8.044162	19.395088	10.439099	-39.501522	1000.0	6.151334	4.339431	22.664488	-11.42987	236000	-1.4901161e-08	198.36743	-0.041670762	-78.892044	0.75390464	0.006148857	0.41275	79.0	104.83661413192749
59	17.472628	124.32421	111.1254	-196.42494	1000.0	-2.9102318	7.0238514	15.987958	-25.726208	240000	0.0	150.03706	-0.043699276	-88.45537	0.75132424	0.008457874	0.4325	79.0	106.53893709182739
60	27.616236	38.90873	88.16807	-18.418293	1000.0	7.2188454	4.866373	23.913092	-27.804554	244000	-2.6077032e-08	100.69141	-0.042486753	-24.428429	0.74999994	0.005645128	0.432	79.0	108.17645192146301
