episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,8,4000,0,4000,False,0,1,default,e48aa81556d64307ba75637753aeab09,2022-01-15_08-59-36,1642233576,2.622516393661499,2.622516393661499,146006,alfabotek,192.168.1.101,2.622516393661499,0,1,[],[],4515.401,885.857,0.207,19284156.322,2017.218,1982.929,1.995,4000,4000,4000,4000,34.25,25.975,0.20000000298023224,4.999999873689376e-05,54.262676,-0.03174253,54.291172,-0.41468278,0.016214838,8.475782,0.0
-310.3798969045409,-666.4436432894554,-445.5582679439782,1000.0,8,8,8000,0,8000,False,8,2,default,e48aa81556d64307ba75637753aeab09,2022-01-15_08-59-38,1642233578,2.4235806465148926,5.046097040176392,146006,alfabotek,192.168.1.101,5.046097040176392,0,2,"[-394.2655987690581, -331.97135934762616, -592.9110926183668, -338.6773179287628, -387.71172200981243, -666.4436432894554, -542.1055126842032, -310.3798969045409]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3536.566,1131.041,0.197,20274581.269,1959.296,2041.549,2.622,8000,8000,8000,8000,44.0,24.1,0.10000000149011612,4.999999873689376e-05,22.660135,-0.04010821,22.698175,-0.70219505,0.020705486,8.412116,0.0
-310.3798969045409,-666.4436432894554,-445.5582679439782,1000.0,0,8,12000,0,12000,False,8,3,default,e48aa81556d64307ba75637753aeab09,2022-01-15_08-59-40,1642233580,2.4159982204437256,7.462095260620117,146006,alfabotek,192.168.1.101,7.462095260620117,0,3,"[-394.2655987690581, -331.97135934762616, -592.9110926183668, -338.6773179287628, -387.71172200981243, -666.4436432894554, -542.1055126842032, -310.3798969045409]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3170.266,1261.724,0.195,20510044.01,1934.387,2067.839,2.957,12000,12000,12000,12000,31.46666666666667,24.100000000000005,0.05000000074505806,4.999999873689376e-05,44.31528,-0.046357546,44.36038,-0.32561928,0.025148356,8.30506,0.0
-240.65076539618693,-666.4436432894554,-392.44498815930575,1000.0,8,8,16000,0,16000,False,16,4,default,e48aa81556d64307ba75637753aeab09,2022-01-15_08-59-43,1642233583,2.4300713539123535,9.89216661453247,146006,alfabotek,192.168.1.101,9.89216661453247,0,4,"[-394.2655987690581, -331.97135934762616, -592.9110926183668, -338.6773179287628, -387.71172200981243, -666.4436432894554, -542.1055126842032, -310.3798969045409, -306.89069189977704, -361.10917789647067, -338.2496355448983, -288.3487885203515, -240.65076539618693, -339.0337554486185, -360.06827805082537, -480.3025742399384]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2982.208,1341.288,0.193,20725405.806,1927.186,2075.565,2.667,16000,16000,16000,16000,43.25,24.1,0.05000000074505806,4.999999873689376e-05,10.9445715,-0.038905967,10.982438,-0.61619675,0.020793874,8.203193,0.0
-240.65076539618693,-666.4436432894554,-392.44498815930575,1000.0,0,8,20000,0,20000,False,16,5,default,e48aa81556d64307ba75637753aeab09,2022-01-15_08-59-45,1642233585,2.424652338027954,12.316818952560425,146006,alfabotek,192.168.1.101,12.316818952560425,0,5,"[-394.2655987690581, -331.97135934762616, -592.9110926183668, -338.6773179287628, -387.71172200981243, -666.4436432894554, -542.1055126842032, -310.3798969045409, -306.89069189977704, -361.10917789647067, -338.2496355448983, -288.3487885203515, -240.65076539618693, -339.0337554486185, -360.06827805082537, -480.3025742399384]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2873.18,1392.186,0.207,19337501.153,1922.408,2080.724,2.564,20000,20000,20000,20000,27.7,24.100000000000005,0.02500000037252903,4.999999873689376e-05,28.012047,-0.03998472,28.051386,-0.41366792,0.025860539,8.111983,0.0
-240.65076539618693,-666.4436432894554,-373.92481198487195,1000.0,8,8,24000,0,24000,False,24,6,default,e48aa81556d64307ba75637753aeab09,2022-01-15_08-59-48,1642233588,2.664217472076416,14.98103642463684,146006,alfabotek,192.168.1.101,14.98103642463684,0,6,"[-394.2655987690581, -331.97135934762616, -592.9110926183668, -338.6773179287628, -387.71172200981243, -666.4436432894554, -542.1055126842032, -310.3798969045409, -306.89069189977704, -361.10917789647067, -338.2496355448983, -288.3487885203515, -240.65076539618693, -339.0337554486185, -360.06827805082537, -480.3025742399384, -359.9436278916738, -290.0395610102664, -321.7107988359872, -307.7312648684564, -316.4474110920307, -292.5869703989737, -552.5867823409783, -254.0292606496677]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2798.582,1429.295,0.204,19591922.149,1960.407,2040.392,2.382,24000,24000,24000,24000,42.074999999999996,24.1,0.02500000037252903,4.999999873689376e-05,24.730469,-0.04298883,24.77285,-0.31493315,0.024386004,7.9886847,0.0
-240.65076539618693,-666.4436432894554,-373.92481198487195,1000.0,0,8,28000,0,28000,False,24,7,default,e48aa81556d64307ba75637753aeab09,2022-01-15_08-59-50,1642233590,2.408932685852051,17.38996911048889,146006,alfabotek,192.168.1.101,17.38996911048889,0,7,"[-394.2655987690581, -331.97135934762616, -592.9110926183668, -338.6773179287628, -387.71172200981243, -666.4436432894554, -542.1055126842032, -310.3798969045409, -306.89069189977704, -361.10917789647067, -338.2496355448983, -288.3487885203515, -240.65076539618693, -339.0337554486185, -360.06827805082537, -480.3025742399384, -359.9436278916738, -290.0395610102664, -321.7107988359872, -307.7312648684564, -316.4474110920307, -292.5869703989737, -552.5867823409783, -254.0292606496677]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2775.694,1441.081,0.223,17971004.132,1955.124,2045.906,2.781,28000,28000,28000,28000,42.199999999999996,24.100000000000005,0.012500000186264515,4.999999873689376e-05,32.898075,-0.043211512,32.941,-0.2964219,0.022739109,7.897404,0.0
-235.8770070272082,-666.4436432894554,-361.61865727804013,1000.0,8,8,32000,0,32000,False,32,8,default,e48aa81556d64307ba75637753aeab09,2022-01-15_08-59-53,1642233593,2.435159683227539,19.82512879371643,146006,alfabotek,192.168.1.101,19.82512879371643,0,8,"[-394.2655987690581, -331.97135934762616, -592.9110926183668, -338.6773179287628, -387.71172200981243, -666.4436432894554, -542.1055126842032, -310.3798969045409, -306.89069189977704, -361.10917789647067, -338.2496355448983, -288.3487885203515, -240.65076539618693, -339.0337554486185, -360.06827805082537, -480.3025742399384, -359.9436278916738, -290.0395610102664, -321.7107988359872, -307.7312648684564, -316.4474110920307, -292.5869703989737, -552.5867823409783, -254.0292606496677, -337.60500416891966, -357.1226209789298, -281.66570969341655, -235.8770070272082, -351.7177079573598, -313.52219767787045, -402.75625641836046, -317.33504133829217]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2733.535,1463.307,0.221,18139982.16,1952.044,2049.135,2.607,32000,32000,32000,32000,40.975,24.1,0.0062500000931322575,4.999999873689376e-05,16.354845,-0.043412067,16.398075,-0.37641773,0.02937986,7.758031,0.0
-235.8770070272082,-666.4436432894554,-361.61865727804013,1000.0,0,8,36000,0,36000,False,32,9,default,e48aa81556d64307ba75637753aeab09,2022-01-15_08-59-55,1642233595,2.4354138374328613,22.260542631149292,146006,alfabotek,192.168.1.101,22.260542631149292,0,9,"[-394.2655987690581, -331.97135934762616, -592.9110926183668, -338.6773179287628, -387.71172200981243, -666.4436432894554, -542.1055126842032, -310.3798969045409, -306.89069189977704, -361.10917789647067, -338.2496355448983, -288.3487885203515, -240.65076539618693, -339.0337554486185, -360.06827805082537, -480.3025742399384, -359.9436278916738, -290.0395610102664, -321.7107988359872, -307.7312648684564, -316.4474110920307, -292.5869703989737, -552.5867823409783, -254.0292606496677, -337.60500416891966, -357.1226209789298, -281.66570969341655, -235.8770070272082, -351.7177079573598, -313.52219767787045, -402.75625641836046, -317.33504133829217]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2700.909,1480.983,0.219,18262571.843,1949.805,2051.487,2.479,36000,36000,36000,36000,47.73333333333333,24.100000000000005,0.0062500000931322575,4.999999873689376e-05,30.64834,-0.038824406,30.686977,-0.3861955,0.03026057,7.6310496,0.0
-174.8796245357011,-666.4436432894554,-347.704331846806,1000.0,8,8,40000,0,40000,False,40,10,default,e48aa81556d64307ba75637753aeab09,2022-01-15_08-59-58,1642233598,2.4314382076263428,24.691980838775635,146006,alfabotek,192.168.1.101,24.691980838775635,0,10,"[-394.2655987690581, -331.97135934762616, -592.9110926183668, -338.6773179287628, -387.71172200981243, -666.4436432894554, -542.1055126842032, -310.3798969045409, -306.89069189977704, -361.10917789647067, -338.2496355448983, -288.3487885203515, -240.65076539618693, -339.0337554486185, -360.06827805082537, -480.3025742399384, -359.9436278916738, -290.0395610102664, -321.7107988359872, -307.7312648684564, -316.4474110920307, -292.5869703989737, -552.5867823409783, -254.0292606496677, -337.60500416891966, -357.1226209789298, -281.66570969341655, -235.8770070272082, -351.7177079573598, -313.52219767787045, -402.75625641836046, -317.33504133829217, -287.05004907901383, -174.8796245357011, -343.71226573291574, -305.55724584745116, -217.5882964054093, -330.6809511665214, -226.32273104215955, -450.5850771657819]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2675.255,1495.185,0.224,17893788.396,1947.462,2053.956,2.369,40000,40000,40000,40000,32.275,24.1,0.0062500000931322575,4.999999873689376e-05,12.4661045,-0.025008226,12.490949,-0.32100764,0.026302237,7.5169454,0.0
