,episode_reward_max,episode_reward_min,AverageEpRet,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,TotalEnvInteracts,done,episodes_total,Epoch,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
0,-280.59738637177475,-363.8306090534544,-332.1636415537043,1000.0,4,2,4000,0,4000,False,4,1,default,c6d7d5bf39534c1f9553745c4894ec39,2022-01-17_23-53-17,1642459997,3.8218119144439697,3.8218119144439697,381942,alfabotek,192.168.1.103,3.8218119144439697,0,1,"[-331.0734055620266, -353.1531652275614, -363.83060905345434, -280.59738637177475]","[1000, 1000, 1000, 1000]",0.055370242639758,0.6001185084032691,0.0685487372585679,0.0984502517837455,0.0,5782.563,691.735,0.2,19972876.19,2107.943,1897.585,1.169,4000,4000,4000,4000,33.53333333333333,21.58333333333333,0.2000000029802322,4.999999873689376e-05,17.277695,-0.016494343,17.293001,-0.009716195,0.005946622,8.503208,0.0
1,-280.59738637177475,-424.5756466990744,-356.20081518190534,1000.0,4,2,8000,0,8000,False,8,2,default,c6d7d5bf39534c1f9553745c4894ec39,2022-01-17_23-53-21,1642460001,3.742692470550537,7.564504384994507,381942,alfabotek,192.168.1.103,7.564504384994507,0,2,"[-331.0734055620266, -353.1531652275614, -363.83060905345434, -280.59738637177475, -299.88590635488384, -424.57564669907435, -424.5286930518952, -371.96170913457263]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0552515767976843,0.5971529971996008,0.0686563865614998,0.0985915965872787,0.0,4788.632,835.312,0.219,18275834.423,2090.94,1913.016,1.164,8000,8000,8000,8000,34.660000000000004,20.9,0.1000000014901161,4.999999873689376e-05,13.297791,-0.028289372,13.325401,-0.11031716,0.0067887246,8.462335,0.0
2,-143.2155034533409,-424.5756466990744,-330.216717453832,1000.0,4,2,12000,0,12000,False,12,3,default,c6d7d5bf39534c1f9553745c4894ec39,2022-01-17_23-53-25,1642460005,3.631923198699951,11.196427583694458,381942,alfabotek,192.168.1.103,11.196427583694458,0,3,"[-331.0734055620266, -353.1531652275614, -363.83060905345434, -280.59738637177475, -299.88590635488384, -424.57564669907435, -424.5286930518952, -371.96170913457263, -321.96320124721404, -326.74688558884975, -321.06849770133744, -143.2155034533409]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0552849935483457,0.5961143955207407,0.0687981159453947,0.0987748266126539,0.0,4451.526,898.568,0.211,18914561.443,2039.3,1961.457,1.139,12000,12000,12000,12000,34.34,20.9,0.050000000745058,4.999999873689376e-05,8.288874,-0.023670482,8.31214,-0.02754026,0.0080813505,8.369276,0.0
3,-143.2155034533409,-424.5756466990744,-331.0552669886497,1000.0,4,2,16000,0,16000,False,16,4,default,c6d7d5bf39534c1f9553745c4894ec39,2022-01-17_23-53-29,1642460009,3.6808671951293945,14.877294778823853,381942,alfabotek,192.168.1.103,14.877294778823853,0,4,"[-331.0734055620266, -353.1531652275614, -363.83060905345434, -280.59738637177475, -299.88590635488384, -424.57564669907435, -424.5286930518952, -371.96170913457263, -321.96320124721404, -326.74688558884975, -321.06849770133744, -143.2155034533409, -328.1340360948802, -333.784878441961, -299.56399968997005, -372.80074814559873]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0553225849357754,0.5958502627356694,0.068904614170618,0.0989252499738535,0.0,4251.292,940.89,0.209,19152073.059,2022.904,1977.355,1.112,16000,16000,16000,16000,34.28333333333333,20.9,0.025000000372529,4.999999873689376e-05,8.704258,-0.022974035,8.727037,-0.05635615,0.0077713616,8.363034,0.0
4,-143.2155034533409,-424.5756466990744,-325.68265284591973,1000.0,4,2,20000,0,20000,False,20,5,default,c6d7d5bf39534c1f9553745c4894ec39,2022-01-17_23-53-32,1642460012,3.641743898391724,18.519038677215576,381942,alfabotek,192.168.1.103,18.519038677215576,0,5,"[-331.0734055620266, -353.1531652275614, -363.83060905345434, -280.59738637177475, -299.88590635488384, -424.57564669907435, -424.5286930518952, -371.96170913457263, -321.96320124721404, -326.74688558884975, -321.06849770133744, -143.2155034533409, -328.1340360948802, -333.784878441961, -299.56399968997005, -372.80074814559873, -314.8415622130236, -296.7217693841842, -304.52429892966455, -300.6811545731271]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0553259060958359,0.595583720342586,0.0689551205028429,0.0989948558060721,0.0,4130.959,968.298,0.213,18787475.924,2012.702,1987.378,1.173,20000,20000,20000,20000,34.7,20.9,0.0125000001862645,4.999999873689376e-05,7.6209126,-0.040474914,7.6612597,-0.05204498,0.010226733,8.269249,0.0
5,-143.2155034533409,-453.4856097473722,-330.90609886075885,1000.0,4,2,24000,0,24000,False,24,6,default,c6d7d5bf39534c1f9553745c4894ec39,2022-01-17_23-53-36,1642460016,3.690660953521729,22.209699630737305,381942,alfabotek,192.168.1.103,22.209699630737305,0,6,"[-331.0734055620266, -353.1531652275614, -363.83060905345434, -280.59738637177475, -299.88590635488384, -424.57564669907435, -424.5286930518952, -371.96170913457263, -321.96320124721404, -326.74688558884975, -321.06849770133744, -143.2155034533409, -328.1340360948802, -333.784878441961, -299.56399968997005, -372.80074814559873, -314.8415622130236, -296.7217693841842, -304.52429892966455, -300.6811545731271, -270.4621021269831, -453.4856097473722, -393.37775425820763, -310.76784960725473]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0553294867631583,0.5954501070491984,0.0689900688545292,0.0990372694178313,0.0,4055.391,986.341,0.211,18993074.717,2009.091,1990.951,1.226,24000,24000,24000,24000,34.67999999999999,20.9,0.0062500000931322,4.999999873689376e-05,8.00869,-0.021215027,8.029857,-0.21104415,0.007633872,8.3151,0.0
6,-143.2155034533409,-619.3800162799558,-342.89454388476776,1000.0,4,2,28000,0,28000,False,28,7,default,c6d7d5bf39534c1f9553745c4894ec39,2022-01-17_23-53-40,1642460020,3.714491605758667,25.92419123649597,381942,alfabotek,192.168.1.103,25.92419123649597,0,7,"[-331.0734055620266, -353.1531652275614, -363.83060905345434, -280.59738637177475, -299.88590635488384, -424.57564669907435, -424.5286930518952, -371.96170913457263, -321.96320124721404, -326.74688558884975, -321.06849770133744, -143.2155034533409, -328.1340360948802, -333.784878441961, -299.56399968997005, -372.80074814559873, -314.8415622130236, -296.7217693841842, -304.52429892966455, -300.6811545731271, -270.4621021269831, -453.4856097473722, -393.37775425820763, -310.76784960725473, -619.3800162799558, -330.5327771781732, -343.22801546309006, -366.160047194066]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0553859631276779,0.5958553502272116,0.0690782935569801,0.0991388194624224,0.0,4012.967,996.769,0.227,17652263.941,2001.627,1998.374,1.199,28000,28000,28000,28000,37.38333333333333,20.85,0.0031250000465661,4.999999873689376e-05,12.212367,-0.032489248,12.244826,-0.28261226,0.009254122,8.185927,0.0
7,-143.2155034533409,-619.3800162799558,-335.48833003656966,1000.0,4,2,32000,0,32000,False,32,8,default,c6d7d5bf39534c1f9553745c4894ec39,2022-01-17_23-53-43,1642460023,3.6286308765411377,29.55282211303711,381942,alfabotek,192.168.1.103,29.55282211303711,0,8,"[-331.0734055620266, -353.1531652275614, -363.83060905345434, -280.59738637177475, -299.88590635488384, -424.57564669907435, -424.5286930518952, -371.96170913457263, -321.96320124721404, -326.74688558884975, -321.06849770133744, -143.2155034533409, -328.1340360948802, -333.784878441961, -299.56399968997005, -372.80074814559873, -314.8415622130236, -296.7217693841842, -304.52429892966455, -300.6811545731271, -270.4621021269831, -453.4856097473722, -393.37775425820763, -310.76784960725473, -619.3800162799558, -330.5327771781732, -343.22801546309006, -366.160047194066, -190.11187443459966, -426.3139490429678, -275.73519386923743, -242.41831504992808]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0554194637381468,0.5960861550485503,0.06913209820711,0.0992005271428388,0.0,3968.501,1007.937,0.226,17711497.493,1993.318,2006.704,1.186,32000,32000,32000,32000,34.44,20.8,0.001562500023283,4.999999873689376e-05,7.5043516,-0.02783006,7.532168,-0.21048309,0.008856508,8.05118,0.0
8,-143.2155034533409,-619.3800162799558,-329.28685792020565,1000.0,4,2,36000,0,36000,False,36,9,default,c6d7d5bf39534c1f9553745c4894ec39,2022-01-17_23-53-47,1642460027,3.742913484573364,33.295735597610474,381942,alfabotek,192.168.1.103,33.295735597610474,0,9,"[-331.0734055620266, -353.1531652275614, -363.83060905345434, -280.59738637177475, -299.88590635488384, -424.57564669907435, -424.5286930518952, -371.96170913457263, -321.96320124721404, -326.74688558884975, -321.06849770133744, -143.2155034533409, -328.1340360948802, -333.784878441961, -299.56399968997005, -372.80074814559873, -314.8415622130236, -296.7217693841842, -304.52429892966455, -300.6811545731271, -270.4621021269831, -453.4856097473722, -393.37775425820763, -310.76784960725473, -619.3800162799558, -330.5327771781732, -343.22801546309006, -366.160047194066, -190.11187443459966, -426.3139490429678, -275.73519386923743, -242.41831504992808, -251.091323573735, -354.0149995118195, -231.75874185035755, -281.8352590212622]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0554635093327835,0.5964637258664458,0.069194624259479,0.0992748108639089,0.0,3937.094,1015.978,0.224,17839667.297,1994.078,2005.939,1.182,36000,36000,36000,36000,38.06,20.84,0.0007812500116415,4.999999873689376e-05,5.485026,-0.029249988,5.51427,-0.048268072,0.007856653,7.909833,0.0
9,-143.2155034533409,-619.3800162799558,-329.35565766468926,1000.0,4,2,40000,0,40000,False,40,10,default,c6d7d5bf39534c1f9553745c4894ec39,2022-01-17_23-53-51,1642460031,3.687707901000977,36.98344349861145,381942,alfabotek,192.168.1.103,36.98344349861145,0,10,"[-331.0734055620266, -353.1531652275614, -363.83060905345434, -280.59738637177475, -299.88590635488384, -424.57564669907435, -424.5286930518952, -371.96170913457263, -321.96320124721404, -326.74688558884975, -321.06849770133744, -143.2155034533409, -328.1340360948802, -333.784878441961, -299.56399968997005, -372.80074814559873, -314.8415622130236, -296.7217693841842, -304.52429892966455, -300.6811545731271, -270.4621021269831, -453.4856097473722, -393.37775425820763, -310.76784960725473, -619.3800162799558, -330.5327771781732, -343.22801546309006, -366.160047194066, -190.11187443459966, -426.3139490429678, -275.73519386923743, -242.41831504992808, -251.091323573735, -354.0149995118195, -231.75874185035755, -281.8352590212622, -295.94402823688137, -388.11880238914966, -360.88809349094305, -274.9484973431897]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.055514871649295,0.5969106554155369,0.0692628025924081,0.0993571224139924,0.0,3919.018,1020.664,0.224,17851900.404,1988.589,2011.476,1.169,40000,40000,40000,40000,36.16,20.9,0.0003906250058207,4.999999873689376e-05,6.7718225,-0.03212264,6.8039412,-0.08595576,0.009269512,8.009077,0.0
