episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,8,4000,0,4000,False,0,1,default,c130af32d05e472b94d4cd0bf77bebd7,2022-01-14_22-15-54,1642194954,2.622516393661499,2.622516393661499,172759,alfabotek,192.168.1.101,2.622516393661499,0,1,[],[],4890.24,817.956,0.196,20410238.443,1948.453,2052.91,1.435,4000,4000,4000,4000,35.425,25.0,0.20000000298023224,4.999999873689376e-05,1507.0496,-0.008665783,1507.0571,-0.0357588,0.0059283725,8.517663,0.0
-326.01177938144525,-482.7240574229406,-399.6990990053284,1000.0,8,8,8000,0,8000,False,8,2,default,c130af32d05e472b94d4cd0bf77bebd7,2022-01-14_22-15-56,1642194956,2.4384706020355225,5.0609869956970215,172759,alfabotek,192.168.1.101,5.0609869956970215,0,2,"[-399.59278811553173, -429.19419950939897, -394.58396785648114, -452.64353170976557, -348.24495253458855, -482.7240574229406, -326.01177938144525, -364.59751551247524]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3750.307,1066.579,0.195,20497514.966,1873.342,2135.221,1.41,8000,8000,8000,8000,36.375,23.150000000000002,0.10000000149011612,4.999999873689376e-05,669.66583,-0.0089471,669.67413,-0.105919674,0.0068434575,8.482992,0.0
-326.01177938144525,-482.7240574229406,-399.6990990053284,1000.0,0,8,12000,0,12000,False,8,3,default,c130af32d05e472b94d4cd0bf77bebd7,2022-01-14_22-15-59,1642194959,2.4231762886047363,7.484163284301758,172759,alfabotek,192.168.1.101,7.484163284301758,0,3,"[-399.59278811553173, -429.19419950939897, -394.58396785648114, -452.64353170976557, -348.24495253458855, -482.7240574229406, -326.01177938144525, -364.59751551247524]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3316.197,1206.201,0.193,20712612.346,1842.468,2171.001,1.417,12000,12000,12000,12000,45.03333333333333,23.2,0.05000000074505806,4.999999873689376e-05,692.0344,-0.023050213,692.0571,-0.18253043,0.006854177,8.493406,0.0
-283.9265016599176,-482.7240574229406,-379.41999483936956,1000.0,8,8,16000,0,16000,False,16,4,default,c130af32d05e472b94d4cd0bf77bebd7,2022-01-14_22-16-01,1642194961,2.4195361137390137,9.903699398040771,172759,alfabotek,192.168.1.101,9.903699398040771,0,4,"[-399.59278811553173, -429.19419950939897, -394.58396785648114, -452.64353170976557, -348.24495253458855, -482.7240574229406, -326.01177938144525, -364.59751551247524, -283.9265016599176, -373.27619309633764, -341.5988488181959, -363.612965657558, -332.11963313407193, -430.15540200518836, -303.48087703197814, -444.95670398403826]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3090.27,1294.385,0.226,17716173.178,1830.307,2185.426,1.42,16000,16000,16000,16000,35.275,23.2,0.02500000037252903,4.999999873689376e-05,671.2085,-0.022242514,671.23035,-0.17790383,0.010807433,8.432099,0.0
-283.9265016599176,-482.7240574229406,-379.41999483936956,1000.0,0,8,20000,0,20000,False,16,5,default,c130af32d05e472b94d4cd0bf77bebd7,2022-01-14_22-16-04,1642194964,2.4172749519348145,12.320974349975586,172759,alfabotek,192.168.1.101,12.320974349975586,0,5,"[-399.59278811553173, -429.19419950939897, -394.58396785648114, -452.64353170976557, -348.24495253458855, -482.7240574229406, -326.01177938144525, -364.59751551247524, -283.9265016599176, -373.27619309633764, -341.5988488181959, -363.612965657558, -332.11963313407193, -430.15540200518836, -303.48087703197814, -444.95670398403826]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2955.846,1353.251,0.224,17886157.783,1824.204,2192.737,1.429,20000,20000,20000,20000,44.6,23.2,0.012500000186264515,4.999999873689376e-05,169.6638,-0.0245169,169.68822,-0.08487203,0.007110343,8.348661,0.0
-241.7872124276516,-482.7240574229406,-352.22736003185963,1000.0,8,8,24000,0,24000,False,24,6,default,c130af32d05e472b94d4cd0bf77bebd7,2022-01-14_22-16-06,1642194966,2.4251272678375244,14.74610161781311,172759,alfabotek,192.168.1.101,14.74610161781311,0,6,"[-399.59278811553173, -429.19419950939897, -394.58396785648114, -452.64353170976557, -348.24495253458855, -482.7240574229406, -326.01177938144525, -364.59751551247524, -283.9265016599176, -373.27619309633764, -341.5988488181959, -363.612965657558, -332.11963313407193, -430.15540200518836, -303.48087703197814, -444.95670398403826, -365.1958473801491, -313.5719178888687, -241.7872124276516, -298.4548706386003, -291.82841955908384, -282.70523673221413, -346.314571155128, -242.87864755302053]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2866.422,1395.468,0.24,16641311.952,1822.219,2195.126,1.422,24000,24000,24000,24000,36.275,23.2,0.0062500000931322575,4.999999873689376e-05,136.6405,-0.014357063,136.6548,-0.028200129,0.008042281,8.257804,0.0
-241.7872124276516,-482.7240574229406,-352.22736003185963,1000.0,0,8,28000,0,28000,False,24,7,default,c130af32d05e472b94d4cd0bf77bebd7,2022-01-14_22-16-08,1642194968,2.427231788635254,17.173333406448364,172759,alfabotek,192.168.1.101,17.173333406448364,0,7,"[-399.59278811553173, -429.19419950939897, -394.58396785648114, -452.64353170976557, -348.24495253458855, -482.7240574229406, -326.01177938144525, -364.59751551247524, -283.9265016599176, -373.27619309633764, -341.5988488181959, -363.612965657558, -332.11963313407193, -430.15540200518836, -303.48087703197814, -444.95670398403826, -365.1958473801491, -313.5719178888687, -241.7872124276516, -298.4548706386003, -291.82841955908384, -282.70523673221413, -346.314571155128, -242.87864755302053]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2804.026,1426.52,0.235,16995732.562,1821.531,2195.956,1.428,28000,28000,28000,28000,42.63333333333333,23.2,0.0031250000465661287,4.999999873689376e-05,378.02466,-0.0230667,378.04767,-0.1780384,0.009388131,8.375929,0.0
-191.0891733859952,-482.7240574229406,-342.488215695657,1000.0,8,8,32000,0,32000,False,32,8,default,c130af32d05e472b94d4cd0bf77bebd7,2022-01-14_22-16-11,1642194971,2.4315974712371826,19.604930877685547,172759,alfabotek,192.168.1.101,19.604930877685547,0,8,"[-399.59278811553173, -429.19419950939897, -394.58396785648114, -452.64353170976557, -348.24495253458855, -482.7240574229406, -326.01177938144525, -364.59751551247524, -283.9265016599176, -373.27619309633764, -341.5988488181959, -363.612965657558, -332.11963313407193, -430.15540200518836, -303.48087703197814, -444.95670398403826, -365.1958473801491, -313.5719178888687, -241.7872124276516, -298.4548706386003, -291.82841955908384, -282.70523673221413, -346.314571155128, -242.87864755302053, -300.93395432249565, -280.28619995555397, -372.4587923409757, -335.74745947170385, -313.0481744592893, -313.68659730204536, -398.9159102583372, -191.0891733859952]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2756.575,1451.076,0.232,17256071.998,1822.724,2194.518,1.408,32000,32000,32000,32000,36.550000000000004,23.2,0.0015625000232830644,4.999999873689376e-05,122.08264,-0.012665458,122.0953,-0.10465505,0.007849153,8.258559,0.0
-191.0891733859952,-482.7240574229406,-342.488215695657,1000.0,0,8,36000,0,36000,False,32,9,default,c130af32d05e472b94d4cd0bf77bebd7,2022-01-14_22-16-13,1642194973,2.4132602214813232,22.01819109916687,172759,alfabotek,192.168.1.101,22.01819109916687,0,9,"[-399.59278811553173, -429.19419950939897, -394.58396785648114, -452.64353170976557, -348.24495253458855, -482.7240574229406, -326.01177938144525, -364.59751551247524, -283.9265016599176, -373.27619309633764, -341.5988488181959, -363.612965657558, -332.11963313407193, -430.15540200518836, -303.48087703197814, -444.95670398403826, -365.1958473801491, -313.5719178888687, -241.7872124276516, -298.4548706386003, -291.82841955908384, -282.70523673221413, -346.314571155128, -242.87864755302053, -300.93395432249565, -280.28619995555397, -372.4587923409757, -335.74745947170385, -313.0481744592893, -313.68659730204536, -398.9159102583372, -191.0891733859952]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2719.211,1471.015,0.229,17488411.397,1823.616,2193.444,1.411,36000,36000,36000,36000,40.833333333333336,23.2,0.0007812500116415322,4.999999873689376e-05,337.23657,-0.0313277,337.26788,-0.23859642,0.008337559,8.286762,0.0
-191.0891733859952,-482.7240574229406,-334.4426032027335,1000.0,8,8,40000,0,40000,False,40,10,default,c130af32d05e472b94d4cd0bf77bebd7,2022-01-14_22-16-16,1642194976,2.40938401222229,24.42757511138916,172759,alfabotek,192.168.1.101,24.42757511138916,0,10,"[-399.59278811553173, -429.19419950939897, -394.58396785648114, -452.64353170976557, -348.24495253458855, -482.7240574229406, -326.01177938144525, -364.59751551247524, -283.9265016599176, -373.27619309633764, -341.5988488181959, -363.612965657558, -332.11963313407193, -430.15540200518836, -303.48087703197814, -444.95670398403826, -365.1958473801491, -313.5719178888687, -241.7872124276516, -298.4548706386003, -291.82841955908384, -282.70523673221413, -346.314571155128, -242.87864755302053, -300.93395432249565, -280.28619995555397, -372.4587923409757, -335.74745947170385, -313.0481744592893, -313.68659730204536, -398.9159102583372, -191.0891733859952, -368.9062784437755, -280.4751634643603, -234.0720559698246, -343.7445215486724, -264.50210916996, -254.81098144003903, -341.8180838777981, -329.7520319338835]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2687.718,1488.251,0.226,17716173.178,1825.468,2191.219,1.404,40000,40000,40000,40000,39.03333333333333,23.2,0.0003906250058207661,4.999999873689376e-05,368.92453,-0.019503456,368.94403,-0.3082557,0.009449616,8.201319,0.0
