,episode_reward_max,episode_reward_min,AverageEpRet,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,TotalEnvInteracts,done,episodes_total,Epoch,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
0,,,,,0,8,4000,0,4000,False,0,1,default,28afc1809b764606b90c96f45c85fccf,2022-01-15_03-31-34,1642213894,2.599055528640747,2.599055528640747,146006,alfabotek,192.168.1.101,2.599055528640747,0,1,[],[],4666.291,857.212,0.191,20893170.61,2054.019,1947.402,1.495,4000,4000,4000,4000,33.075,25.35,0.2000000029802322,4.999999873689376e-05,1244.3984,-0.018317843,1244.4149,-0.3656415,0.008867443,8.525049,0.0
1,-216.0948433170866,-530.1684329531869,-369.2061883934801,1000.0,8,8,8000,0,8000,False,8,2,default,28afc1809b764606b90c96f45c85fccf,2022-01-15_03-31-36,1642213896,2.4190402030944824,5.0180957317352295,146006,alfabotek,192.168.1.101,5.0180957317352295,0,2,"[-530.1684329531869, -216.0948433170866, -267.68549031380525, -363.194149638991, -366.95892543731577, -333.4063865392007, -500.06134048349395, -376.0799384647605]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3610.275,1107.949,0.189,21116697.294,1994.103,2005.915,1.593,8000,8000,8000,8000,34.125,23.5,0.1000000014901161,4.999999873689376e-05,269.7131,-0.015173895,269.72714,-0.869321,0.011163717,8.468052,0.0
2,-216.0948433170866,-530.1684329531869,-369.2061883934801,1000.0,0,8,12000,0,12000,False,8,3,default,28afc1809b764606b90c96f45c85fccf,2022-01-15_03-31-38,1642213898,2.3829517364501958,7.401047468185425,146006,alfabotek,192.168.1.101,7.401047468185425,0,3,"[-530.1684329531869, -216.0948433170866, -267.68549031380525, -363.194149638991, -366.95892543731577, -333.4063865392007, -500.06134048349395, -376.0799384647605]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3213.875,1244.604,0.195,20535148.103,1964.146,2036.509,1.558,12000,12000,12000,12000,37.23333333333333,23.5,0.050000000745058,4.999999873689376e-05,257.3747,-0.025238788,257.3994,-0.8577885,0.010252507,8.414065,0.0
3,-216.0948433170866,-530.1684329531869,-356.00288079542474,1000.0,8,8,16000,0,16000,False,16,4,default,28afc1809b764606b90c96f45c85fccf,2022-01-15_03-31-41,1642213901,2.402761459350586,9.80380892753601,146006,alfabotek,192.168.1.101,9.80380892753601,0,4,"[-530.1684329531869, -216.0948433170866, -267.68549031380525, -363.194149638991, -366.95892543731577, -333.4063865392007, -500.06134048349395, -376.0799384647605, -298.4942464094085, -355.819413938862, -331.36852627416334, -345.30600178675934, -425.34467100483016, -378.5733524200534, -353.5233716394215, -253.96700210545663]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3010.39,1328.731,0.194,20579228.458,1951.319,2049.896,1.554,16000,16000,16000,16000,38.95,23.5,0.025000000372529,4.999999873689376e-05,210.34186,-0.015754072,210.35732,-0.9422797,0.011456947,8.326691,0.0
4,-216.0948433170866,-530.1684329531869,-356.00288079542474,1000.0,0,8,20000,0,20000,False,16,5,default,28afc1809b764606b90c96f45c85fccf,2022-01-15_03-31-43,1642213903,2.381488800048828,12.18529772758484,146006,alfabotek,192.168.1.101,12.18529772758484,0,5,"[-530.1684329531869, -216.0948433170866, -267.68549031380525, -363.194149638991, -366.95892543731577, -333.4063865392007, -500.06134048349395, -376.0799384647605, -298.4942464094085, -355.819413938862, -331.36852627416334, -345.30600178675934, -425.34467100483016, -378.5733524200534, -353.5233716394215, -253.96700210545663]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2889.125,1384.502,0.193,20748473.906,1940.556,2061.265,1.517,20000,20000,20000,20000,28.866666666666664,23.5,0.0125000001862645,4.999999873689376e-05,360.22653,-0.03273631,360.25912,-0.8694913,0.01204295,8.300404,0.0
5,-214.27409785642223,-530.1684329531869,-356.4914607983057,1000.0,8,8,24000,0,24000,False,24,6,default,28afc1809b764606b90c96f45c85fccf,2022-01-15_03-31-46,1642213906,2.415156364440918,14.600454092025757,146006,alfabotek,192.168.1.101,14.600454092025757,0,6,"[-530.1684329531869, -216.0948433170866, -267.68549031380525, -363.194149638991, -366.95892543731577, -333.4063865392007, -500.06134048349395, -376.0799384647605, -298.4942464094085, -355.819413938862, -331.36852627416334, -345.30600178675934, -425.34467100483016, -378.5733524200534, -353.5233716394215, -253.96700210545663, -409.91698301782634, -338.712233836099, -214.27409785642226, -358.2155847272517, -448.23919057414105, -375.4170163151376, -313.64550515857934, -401.3283549470844]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2807.638,1424.685,0.195,20564513.994,1936.913,2065.141,1.489,24000,24000,24000,24000,45.16666666666666,23.5,0.0062500000931322,4.999999873689376e-05,209.37961,-0.021638766,209.40117,-0.895586,0.012177157,8.195597,0.0
6,-214.27409785642223,-530.1684329531869,-356.4914607983057,1000.0,0,8,28000,0,28000,False,24,7,default,28afc1809b764606b90c96f45c85fccf,2022-01-15_03-31-48,1642213908,2.4383647441864014,17.038818836212158,146006,alfabotek,192.168.1.101,17.038818836212158,0,7,"[-530.1684329531869, -216.0948433170866, -267.68549031380525, -363.194149638991, -366.95892543731577, -333.4063865392007, -500.06134048349395, -376.0799384647605, -298.4942464094085, -355.819413938862, -331.36852627416334, -345.30600178675934, -425.34467100483016, -378.5733524200534, -353.5233716394215, -253.96700210545663, -409.91698301782634, -338.712233836099, -214.27409785642226, -358.2155847272517, -448.23919057414105, -375.4170163151376, -313.64550515857934, -401.3283549470844]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2753.931,1452.469,0.194,20578326.967,1936.195,2065.908,1.537,28000,28000,28000,28000,28.25,23.5,0.0031250000465661,4.999999873689376e-05,228.88643,-0.032335516,228.91872,-0.84521466,0.011085472,8.154766,0.0
7,-214.27409785642223,-530.1684329531869,-348.23306312270813,1000.0,8,8,32000,0,32000,False,32,8,default,28afc1809b764606b90c96f45c85fccf,2022-01-15_03-31-51,1642213911,2.4087882041931152,19.447607040405277,146006,alfabotek,192.168.1.101,19.447607040405277,0,8,"[-530.1684329531869, -216.0948433170866, -267.68549031380525, -363.194149638991, -366.95892543731577, -333.4063865392007, -500.06134048349395, -376.0799384647605, -298.4942464094085, -355.819413938862, -331.36852627416334, -345.30600178675934, -425.34467100483016, -378.5733524200534, -353.5233716394215, -253.96700210545663, -409.91698301782634, -338.712233836099, -214.27409785642226, -358.2155847272517, -448.23919057414105, -375.4170163151376, -313.64550515857934, -401.3283549470844, -237.60214131162033, -289.0779972515533, -304.9070461627022, -295.50173444568856, -327.4978034140749, -357.106033504267, -413.6468378310581, -362.32336684635845]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2714.067,1473.803,0.194,20595017.339,1933.367,2068.929,1.536,32000,32000,32000,32000,44.833333333333336,23.5,0.001562500023283,4.999999873689376e-05,131.27109,-0.01792978,131.289,-0.9085972,0.012267457,8.0588455,0.0
8,-214.27409785642223,-530.1684329531869,-348.23306312270813,1000.0,0,8,36000,0,36000,False,32,9,default,28afc1809b764606b90c96f45c85fccf,2022-01-15_03-31-53,1642213913,2.4147114753723145,21.862318515777588,146006,alfabotek,192.168.1.101,21.862318515777588,0,9,"[-530.1684329531869, -216.0948433170866, -267.68549031380525, -363.194149638991, -366.95892543731577, -333.4063865392007, -500.06134048349395, -376.0799384647605, -298.4942464094085, -355.819413938862, -331.36852627416334, -345.30600178675934, -425.34467100483016, -378.5733524200534, -353.5233716394215, -253.96700210545663, -409.91698301782634, -338.712233836099, -214.27409785642226, -358.2155847272517, -448.23919057414105, -375.4170163151376, -313.64550515857934, -401.3283549470844, -237.60214131162033, -289.0779972515533, -304.9070461627022, -295.50173444568856, -327.4978034140749, -357.106033504267, -413.6468378310581, -362.32336684635845]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2681.31,1491.808,0.194,20624906.98,1931.386,2071.052,1.525,36000,36000,36000,36000,29.7,23.5,0.0007812500116415,4.999999873689376e-05,418.32205,-0.032381617,418.35443,-0.9180003,0.011972573,7.998274,0.0
9,-214.27409785642223,-530.1684329531869,-344.5847782631952,1000.0,8,8,40000,0,40000,False,40,10,default,28afc1809b764606b90c96f45c85fccf,2022-01-15_03-31-55,1642213915,2.429511070251465,24.291829586029053,146006,alfabotek,192.168.1.101,24.291829586029053,0,10,"[-530.1684329531869, -216.0948433170866, -267.68549031380525, -363.194149638991, -366.95892543731577, -333.4063865392007, -500.06134048349395, -376.0799384647605, -298.4942464094085, -355.819413938862, -331.36852627416334, -345.30600178675934, -425.34467100483016, -378.5733524200534, -353.5233716394215, -253.96700210545663, -409.91698301782634, -338.712233836099, -214.27409785642226, -358.2155847272517, -448.23919057414105, -375.4170163151376, -313.64550515857934, -401.3283549470844, -237.60214131162033, -289.0779972515533, -304.9070461627022, -295.50173444568856, -327.4978034140749, -357.106033504267, -413.6468378310581, -362.32336684635845, -293.7474039252206, -304.0314674393373, -271.4180379073005, -352.472238751879, -302.8364311320784, -342.375517664922, -373.2791414181026, -399.7728723623066]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2655.098,1506.535,0.194,20623498.463,1931.389,2071.049,1.508,40000,40000,40000,40000,41.23333333333333,23.5,0.0003906250058207,4.999999873689376e-05,222.57558,-0.033590548,222.60916,-0.9095542,0.0146868145,7.8050056,0.0
