Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-344.25177	42.216484	-297.69025	-393.16675	1000.0	0.08389203	0.24645856	0.76637185	-0.6128638	4000	5.401671e-08	21.620796	-0.056331083	-13.7030945	0.91893864	0.012112929	0.25825	79.0	0.6337993144989014
1	-294.41428	74.262856	-203.0858	-410.09396	1000.0	-3.5331419	1.4368421	1.6717911	-7.264175	8000	1.1175871e-08	9.914641	-0.012352901	-3.7923722	0.9022498	0.016897913	0.20575	6.0	1.088960886001587
2	-314.59448	94.98055	-214.13972	-470.89044	1000.0	-2.7472045	2.2298553	6.1086874	-7.7813907	12000	0.0	6.3571424	-0.009327339	-1.5547423	0.90131044	0.015109604	0.211	6.0	1.5762262344360352
3	-258.19205	32.39354	-233.78322	-313.20654	1000.0	-2.5340474	2.1235306	6.4086866	-8.084153	16000	1.1175871e-08	5.080653	-0.013687022	-1.3624034	0.90009475	0.015056181	0.19525	8.0	2.097881317138672
4	-250.4153	30.64354	-216.67679	-297.92752	1000.0	-2.2779791	1.9351941	5.256223	-7.9452043	20000	1.1175871e-08	4.0394626	-0.05850958	-0.69310147	0.8980892	0.015041442	0.28100002	70.0	2.683849811553955
5	-257.50568	67.402336	-171.8176	-348.33362	1000.0	-2.3924308	2.2003362	5.841116	-9.225807	24000	-1.4901161e-08	4.031896	-0.012045592	-0.735834	0.8776624	0.01565018	0.14899999	5.0	3.1389691829681396
6	-203.05475	39.565563	-139.11433	-242.33192	1000.0	-1.9300933	1.9923246	6.7555175	-8.867503	28000	2.6077032e-08	3.6016169	-0.009787698	-0.7473206	0.8769442	0.015715621	0.20525	6.0	3.596679210662842
7	-198.86871	18.967812	-166.67415	-215.75972	1000.0	-1.9906957	2.0478618	8.052854	-9.472909	32000	5.5879354e-09	3.2851481	-0.011975358	-0.6698693	0.8755745	0.015906222	0.24575	6.0	4.0548927783966064
8	-132.70236	27.87247	-105.118324	-175.35402	1000.0	-1.0885776	2.5354533	7.8912377	-8.687144	36000	-2.7939677e-09	3.9938297	-0.009832105	-0.9324468	0.87370783	0.015850913	0.22525	5.0	4.509822607040405
9	-257.40067	29.09514	-219.46323	-298.64178	1000.0	-2.0323973	1.8906322	6.199206	-8.596972	40000	0.0	3.0061421	-0.04083783	-0.7432182	0.87211657	0.015134544	0.163	32.0	5.017854690551758
