Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-1354.8582	95.8233	-1227.9735	-1479.588	1000.0	0.034765493	1.0164422	2.5381472	-2.4175131	4000	5.5879354e-07	15742.209	-0.07404773	-1615.6594	5.4897327	0.02559711	0.33749998	79.0	3.8346965312957764
1	-1315.8508	105.97426	-1142.578	-1427.7777	1000.0	-6.6192336	4.2555294	9.093577	-14.94613	8000	4.4703484e-08	14064.539	-0.080573626	-3420.709	5.44908	0.027407482	0.378	79.0	6.811751127243042
2	-1258.4033	96.26271	-1175.6139	-1416.9314	1000.0	-23.026325	3.8551648	19.38075	-24.559967	12000	1.5646219e-07	9545.596	-0.07485098	-1378.8429	5.436866	0.026878	0.3545	79.0	9.672404050827026
3	-1174.86	25.692522	-1135.2218	-1207.0415	1000.0	-30.718039	2.318313	8.22173	-31.313684	16000	-1.1874363e-08	7150.8687	-0.07366117	-893.50464	5.416597	0.021307716	0.34525	79.0	12.628918647766113
4	-1191.7145	26.965729	-1152.1565	-1218.877	1000.0	-36.655582	1.1511593	1.2388027	-36.8373	20000	-3.0733645e-08	6101.172	-0.074831545	-713.8397	5.4358487	0.023074016	0.3625	79.0	15.715785264968872
5	-1138.167	65.42253	-1047.8751	-1230.5719	1000.0	-41.842545	0.2796251	-30.694124	-41.90825	24000	4.377216e-08	4711.3965	-0.07793394	-529.66156	5.3660846	0.032766707	0.38	79.0	18.429010152816772
6	-918.0661	60.198315	-837.0316	-1005.4349	1000.0	-41.620937	16.639128	45.276325	-46.37918	28000	7.450581e-09	2867.0017	-0.07569183	-765.5315	5.2667327	0.01821607	0.37199998	79.0	21.534260034561157
7	-888.4262	45.262657	-844.2059	-954.08954	1000.0	-49.363827	0.07072947	-47.619762	-49.39989	32000	-3.7252903e-09	1713.8455	-0.07867505	-153.03525	5.255519	0.028637916	0.38875002	79.0	24.502008199691772
8	-842.7991	119.397995	-662.76025	-961.25134	1000.0	-51.93806	0.03723004	-51.16079	-51.96058	36000	-7.450581e-09	1154.0872	-0.07922236	-105.398705	5.256854	0.033843085	0.39675	79.0	27.28996253013611
9	-878.3042	157.68785	-668.811	-1112.5963	1000.0	-54.145603	0.02255277	-53.861095	-54.164566	40000	-2.2351742e-08	1836.7031	-0.079701155	-118.20819	5.152858	0.029228855	0.40199998	79.0	29.996104955673218
10	-806.6487	96.428696	-682.1165	-914.69763	1000.0	-56.52328	0.024393197	-55.88008	-56.54082	44000	-3.7252903e-08	1030.4132	-0.07962631	-52.089592	5.1454263	0.0403153	0.41175	79.0	33.599634647369385
11	-716.7174	142.02815	-562.4396	-945.3244	1000.0	-58.204426	0.02998615	-57.60091	-58.220432	48000	4.0978193e-08	771.04504	-0.0808257	-7.7301483	5.0707273	0.036872134	0.39699998	79.0	36.50926375389099
12	-748.99133	126.1201	-536.03503	-855.9858	1000.0	-58.907578	0.029617894	-58.403557	-58.92481	52000	-6.7055225e-08	771.3298	-0.08158472	-12.352646	5.0289984	0.035125043	0.40175003	79.0	39.355555295944214
13	-630.2843	116.27061	-544.0853	-829.12115	1000.0	-59.677986	0.24290726	-54.568153	-59.75839	56000	1.4901161e-08	470.11826	-0.08538157	-8.456215	5.0662236	0.038788307	0.43524998	79.0	42.36805820465088
14	-708.63196	114.29265	-512.1096	-795.1235	1000.0	-58.732277	3.2869875	3.6801717	-59.533188	60000	-1.1175871e-08	798.12683	-0.08269918	-9.171173	4.93791	0.034791216	0.41925	79.0	45.34260416030884
15	-620.6948	64.09417	-527.7978	-682.184	1000.0	-59.85676	0.40285394	-50.839855	-59.968227	64000	5.5879354e-09	578.2609	-0.08721832	-26.209164	4.878221	0.03717296	0.43475002	79.0	48.26644325256348
16	-577.8822	116.76797	-442.2623	-723.89264	1000.0	-58.288033	4.345297	6.325124	-59.45545	68000	-7.450581e-09	679.64044	-0.08750286	-61.674744	4.8910055	0.04259976	0.41799998	79.0	51.231470823287964
17	-647.6345	39.603096	-602.11633	-710.40753	1000.0	-55.403008	5.5859785	5.734805	-58.869015	72000	2.4214387e-08	299.6361	-0.084194854	-26.065239	4.8092346	0.05034762	0.4695	79.0	54.255000591278076
18	-686.1943	93.77128	-535.2391	-777.6533	1000.0	-57.83682	2.474887	-30.69409	-59.00708	76000	1.8626451e-08	673.95544	-0.09013128	-18.383827	4.7709613	0.04708459	0.48125	79.0	57.19511413574219
19	-581.26605	47.586994	-524.98895	-636.7329	1000.0	-56.74822	5.675465	9.307	-59.464912	80000	-2.2351742e-08	681.46985	-0.089065894	-91.204414	4.744786	0.030113412	0.4235	79.0	60.168622970581055
