episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,8,4000,0,4000,False,0,1,default,66a4880ef58c4d54ae635833fcf63ca9,2022-01-15_15-48-48,1642258128,2.5761985778808594,2.5761985778808594,172759,alfabotek,192.168.1.101,2.5761985778808594,0,1,[],[],4801.795,833.022,0.238,16794010.01,2024.459,1975.836,1.56,4000,4000,4000,4000,29.174999999999997,26.575,0.20000000298023224,4.999999873689376e-05,72.48169,-0.021994658,72.501366,-0.028177863,0.011557739,8.503853,0.0
-283.01808806442654,-512.233222967317,-371.18849514298853,1000.0,8,8,8000,0,8000,False,8,2,default,66a4880ef58c4d54ae635833fcf63ca9,2022-01-15_15-48-50,1642258130,2.334540367126465,4.910738945007324,172759,alfabotek,192.168.1.101,4.910738945007324,0,2,"[-295.84762971916535, -512.233222967317, -408.8179810979143, -283.01808806442654, -314.55761123729496, -368.6849729696909, -380.77183819095643, -405.5766168971428]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3661.5,1092.448,0.234,17067361.139,1939.156,2062.753,1.563,8000,8000,8000,8000,40.8,24.7,0.10000000149011612,4.999999873689376e-05,24.054195,-0.024173852,24.077053,-0.24473192,0.013178229,8.47772,0.0
-283.01808806442654,-512.233222967317,-371.18849514298853,1000.0,0,8,12000,0,12000,False,8,3,default,66a4880ef58c4d54ae635833fcf63ca9,2022-01-15_15-48-53,1642258133,2.347600221633911,7.258339166641235,172759,alfabotek,192.168.1.101,7.258339166641235,0,3,"[-295.84762971916535, -512.233222967317, -408.8179810979143, -283.01808806442654, -314.55761123729496, -368.6849729696909, -380.77183819095643, -405.5766168971428]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3222.313,1241.345,0.219,18255947.769,1914.11,2089.744,1.545,12000,12000,12000,12000,30.866666666666664,24.7,0.05000000074505806,4.999999873689376e-05,33.549377,-0.009961188,33.55868,-0.21135628,0.013145373,8.465151,0.0
-283.01808806442654,-554.6130352648629,-365.08192554674133,1000.0,8,8,16000,0,16000,False,16,4,default,66a4880ef58c4d54ae635833fcf63ca9,2022-01-15_15-48-55,1642258135,2.3688950538635254,9.62723422050476,172759,alfabotek,192.168.1.101,9.62723422050476,0,4,"[-295.84762971916535, -512.233222967317, -408.8179810979143, -283.01808806442654, -314.55761123729496, -368.6849729696909, -380.77183819095643, -405.5766168971428, -308.70615464916085, -338.6208618690001, -554.6130352648629, -353.9138307791266, -304.4019423665468, -288.59018720063074, -418.34211901986293, -304.61471645476223]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3006.529,1330.438,0.213,18771710.21,1905.4,2099.297,1.632,16000,16000,16000,16000,43.0,24.7,0.02500000037252903,4.999999873689376e-05,26.957144,-0.02906796,26.985804,-0.4282144,0.016356925,8.415011,0.0
-283.01808806442654,-554.6130352648629,-365.08192554674133,1000.0,0,8,20000,0,20000,False,16,5,default,66a4880ef58c4d54ae635833fcf63ca9,2022-01-15_15-48-57,1642258137,2.353170394897461,11.980404615402222,172759,alfabotek,192.168.1.101,11.980404615402222,0,5,"[-295.84762971916535, -512.233222967317, -408.8179810979143, -283.01808806442654, -314.55761123729496, -368.6849729696909, -380.77183819095643, -405.5766168971428, -308.70615464916085, -338.6208618690001, -554.6130352648629, -353.9138307791266, -304.4019423665468, -288.59018720063074, -418.34211901986293, -304.61471645476223]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2881.472,1388.179,0.208,19187118.024,1896.92,2108.681,1.584,20000,20000,20000,20000,40.324999999999996,24.7,0.012500000186264515,4.999999873689376e-05,31.48178,-0.04023571,31.521826,-0.2915623,0.014973241,8.355448,0.0
-226.5717953365975,-554.6130352648629,-349.63791626381,1000.0,8,8,24000,0,24000,False,24,6,default,66a4880ef58c4d54ae635833fcf63ca9,2022-01-15_15-49-00,1642258140,2.4077506065368652,14.388155221939087,172759,alfabotek,192.168.1.101,14.388155221939087,0,6,"[-295.84762971916535, -512.233222967317, -408.8179810979143, -283.01808806442654, -314.55761123729496, -368.6849729696909, -380.77183819095643, -405.5766168971428, -308.70615464916085, -338.6208618690001, -554.6130352648629, -353.9138307791266, -304.4019423665468, -288.59018720063074, -418.34211901986293, -304.61471645476223, -350.02629967039525, -226.5717953365975, -258.7090290891106, -336.23267389302526, -307.98117682613577, -305.60214147839963, -298.7560723957176, -466.1199928941975]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2798.602,1429.285,0.206,19429317.892,1896.169,2109.517,1.559,24000,24000,24000,24000,31.366666666666664,24.7,0.0062500000931322575,4.999999873689376e-05,9.743484,-0.035294607,9.778656,-0.3254148,0.019438079,8.249439,0.0
-226.5717953365975,-554.6130352648629,-349.63791626381,1000.0,0,8,28000,0,28000,False,24,7,default,66a4880ef58c4d54ae635833fcf63ca9,2022-01-15_15-49-02,1642258142,2.389939546585083,16.77809476852417,172759,alfabotek,192.168.1.101,16.77809476852417,0,7,"[-295.84762971916535, -512.233222967317, -408.8179810979143, -283.01808806442654, -314.55761123729496, -368.6849729696909, -380.77183819095643, -405.5766168971428, -308.70615464916085, -338.6208618690001, -554.6130352648629, -353.9138307791266, -304.4019423665468, -288.59018720063074, -418.34211901986293, -304.61471645476223, -350.02629967039525, -226.5717953365975, -258.7090290891106, -336.23267389302526, -307.98117682613577, -305.60214147839963, -298.7560723957176, -466.1199928941975]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2743.232,1458.134,0.204,19573418.667,1893.575,2112.407,1.535,28000,28000,28000,28000,45.43333333333334,24.7,0.0031250000465661287,4.999999873689376e-05,14.044515,-0.029853854,14.074315,-0.2645137,0.017340483,8.247855,0.0
-226.5717953365975,-554.6130352648629,-337.34725700218917,1000.0,8,8,32000,0,32000,False,32,8,default,66a4880ef58c4d54ae635833fcf63ca9,2022-01-15_15-49-05,1642258145,2.387678623199463,19.165773391723633,172759,alfabotek,192.168.1.101,19.165773391723633,0,8,"[-295.84762971916535, -512.233222967317, -408.8179810979143, -283.01808806442654, -314.55761123729496, -368.6849729696909, -380.77183819095643, -405.5766168971428, -308.70615464916085, -338.6208618690001, -554.6130352648629, -353.9138307791266, -304.4019423665468, -288.59018720063074, -418.34211901986293, -304.61471645476223, -350.02629967039525, -226.5717953365975, -258.7090290891106, -336.23267389302526, -307.98117682613577, -305.60214147839963, -298.7560723957176, -466.1199928941975, -237.60108448930598, -271.52230745645625, -272.0540416916962, -357.80668903537486, -301.9034158259162, -281.6348567629257, -323.05780414558404, -358.22203433135223]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2699.272,1481.881,0.205,19502721.302,1891.949,2114.222,1.524,32000,32000,32000,32000,27.875,24.7,0.0015625000232830644,4.999999873689376e-05,10.705047,-0.043430082,10.74845,-0.03316018,0.017399695,8.083415,0.0
-226.5717953365975,-554.6130352648629,-337.34725700218917,1000.0,0,8,36000,0,36000,False,32,9,default,66a4880ef58c4d54ae635833fcf63ca9,2022-01-15_15-49-07,1642258147,2.3785762786865234,21.544349670410156,172759,alfabotek,192.168.1.101,21.544349670410156,0,9,"[-295.84762971916535, -512.233222967317, -408.8179810979143, -283.01808806442654, -314.55761123729496, -368.6849729696909, -380.77183819095643, -405.5766168971428, -308.70615464916085, -338.6208618690001, -554.6130352648629, -353.9138307791266, -304.4019423665468, -288.59018720063074, -418.34211901986293, -304.61471645476223, -350.02629967039525, -226.5717953365975, -258.7090290891106, -336.23267389302526, -307.98117682613577, -305.60214147839963, -298.7560723957176, -466.1199928941975, -237.60108448930598, -271.52230745645625, -272.0540416916962, -357.80668903537486, -301.9034158259162, -281.6348567629257, -323.05780414558404, -358.22203433135223]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2665.464,1500.677,0.204,19640341.311,1889.56,2116.895,1.516,36000,36000,36000,36000,45.06666666666666,24.7,0.0007812500116415322,4.999999873689376e-05,16.892145,-0.034733515,16.926867,-0.22727779,0.0156656,8.099783,0.0
-203.84254273797785,-554.6130352648629,-327.90288263178746,1000.0,8,8,40000,0,40000,False,40,10,default,66a4880ef58c4d54ae635833fcf63ca9,2022-01-15_15-49-09,1642258149,2.3760645389556885,23.920414209365845,172759,alfabotek,192.168.1.101,23.920414209365845,0,10,"[-295.84762971916535, -512.233222967317, -408.8179810979143, -283.01808806442654, -314.55761123729496, -368.6849729696909, -380.77183819095643, -405.5766168971428, -308.70615464916085, -338.6208618690001, -554.6130352648629, -353.9138307791266, -304.4019423665468, -288.59018720063074, -418.34211901986293, -304.61471645476223, -350.02629967039525, -226.5717953365975, -258.7090290891106, -336.23267389302526, -307.98117682613577, -305.60214147839963, -298.7560723957176, -466.1199928941975, -237.60108448930598, -271.52230745645625, -272.0540416916962, -357.80668903537486, -301.9034158259162, -281.6348567629257, -323.05780414558404, -358.22203433135223, -252.3302099702962, -203.84254273797785, -324.87214734274613, -250.75448109627172, -347.0849939245874, -268.2972014857274, -327.36569802100075, -346.4558066228376]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2637.749,1516.444,0.202,19761149.588,1887.169,2119.578,1.504,40000,40000,40000,40000,35.85,24.7,0.0003906250058207661,4.999999873689376e-05,6.892848,-0.038338788,6.9311805,-0.043228827,0.016293546,7.8442,0.0
