episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-264.1190902494061,-434.8200783765746,-373.5515239505731,1000.0,4,2,4000,0,4000,False,4,1,default,9f4598011f48435da0147ccc5210d24b,2022-01-17_17-48-30,1642438110,3.616321563720703,3.616321563720703,382945,alfabotek,192.168.1.103,3.616321563720703,0,1,"[-264.1190902494061, -434.8200783765746, -393.85588961668054, -401.4110375596311]","[1000, 1000, 1000, 1000]",0.053741585189613444,0.5833435987961525,0.06494922437767933,0.09398678432161482,0.0,5735.95,697.356,0.214,18703696.767,1957.843,2043.065,1.119,4000,4000,4000,4000,32.36666666666667,20.883333333333333,0.20000000298023224,4.999999873689376e-05,41.244514,-0.020247988,41.263462,-0.012618281,0.006519692,8.517341,0.0
-254.80002899536942,-434.8200783765746,-354.91431259036995,1000.0,4,2,8000,0,8000,False,8,2,default,9f4598011f48435da0147ccc5210d24b,2022-01-17_17-48-34,1642438114,3.336421012878418,6.952742576599121,382945,alfabotek,192.168.1.103,6.952742576599121,0,2,"[-264.1190902494061, -434.8200783765746, -393.85588961668054, -401.4110375596311, -254.80002899536942, -383.14300690398284, -376.63267525617533, -330.53269376513964]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.053251292921080134,0.5748039774407925,0.06452257420498846,0.09318816875924507,0.0,4630.815,863.779,0.203,19691568.075,1871.713,2137.08,1.116,8000,8000,8000,8000,29.225,20.924999999999997,0.10000000149011612,4.999999873689376e-05,32.110126,-0.021036115,32.130417,-0.15255612,0.007435924,8.501861,0.0
-173.1186366072697,-534.4694332101434,-348.5812668807355,1000.0,4,2,12000,0,12000,False,12,3,default,9f4598011f48435da0147ccc5210d24b,2022-01-17_17-48-37,1642438117,3.410324811935425,10.363067388534546,382945,alfabotek,192.168.1.103,10.363067388534546,0,3,"[-264.1190902494061, -434.8200783765746, -393.85588961668054, -401.4110375596311, -254.80002899536942, -383.14300690398284, -376.63267525617533, -330.53269376513964, -534.4694332101434, -173.1186366072697, -344.2372258784065, -291.8354061500464]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.05287789870797685,0.5689988282602284,0.06421992744109205,0.09263462773169383,0.0,4191.776,954.25,0.218,18329077.932,1877.238,2130.79,1.123,12000,12000,12000,12000,30.439999999999998,20.860000000000003,0.05000000074505806,4.999999873689376e-05,31.072222,-0.021604527,31.09348,-0.17582248,0.006946524,8.464805,0.0
-173.1186366072697,-534.4694332101434,-345.57839239025554,1000.0,4,2,16000,0,16000,False,16,4,default,9f4598011f48435da0147ccc5210d24b,2022-01-17_17-48-41,1642438121,3.532663345336914,13.89573073387146,382945,alfabotek,192.168.1.103,13.89573073387146,0,4,"[-264.1190902494061, -434.8200783765746, -393.85588961668054, -401.4110375596311, -254.80002899536942, -383.14300690398284, -376.63267525617533, -330.53269376513964, -534.4694332101434, -173.1186366072697, -344.2372258784065, -291.8354061500464, -354.1320123971067, -361.53564548223693, -306.9124767505715, -323.69894104534836]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.05283899930224389,0.5677614560604977,0.06424892485668302,0.09263738518322491,0.0,4028.224,992.993,0.21,19065018.182,1880.465,2127.133,1.118,16000,16000,16000,16000,33.22,19.8,0.02500000037252903,4.999999873689376e-05,21.873686,-0.019421209,21.89291,-0.19087219,0.0077663576,8.423746,0.0
-173.1186366072697,-534.4694332101434,-348.01491382650136,1000.0,4,2,20000,0,20000,False,20,5,default,9f4598011f48435da0147ccc5210d24b,2022-01-17_17-48-44,1642438124,3.5656745433807373,17.461405277252197,382945,alfabotek,192.168.1.103,17.461405277252197,0,5,"[-264.1190902494061, -434.8200783765746, -393.85588961668054, -401.4110375596311, -254.80002899536942, -383.14300690398284, -376.63267525617533, -330.53269376513964, -534.4694332101434, -173.1186366072697, -344.2372258784065, -291.8354061500464, -354.1320123971067, -361.53564548223693, -306.9124767505715, -323.69894104534836, -326.12643560649826, -391.5645179056663, -379.9066554935915, -333.44638928018156]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.05290941927688557,0.568177601130838,0.06437325627299353,0.09279924280732163,0.0,3937.379,1015.904,0.213,18783269.145,1882.318,2125.039,1.105,20000,20000,20000,20000,30.559999999999995,19.8,0.012500000186264515,4.999999873689376e-05,14.465501,-0.023790292,14.48917,-0.17700768,0.009711679,8.33612,0.0
-173.1186366072697,-534.4694332101434,-342.4303939251891,1000.0,4,2,24000,0,24000,False,24,6,default,9f4598011f48435da0147ccc5210d24b,2022-01-17_17-48-48,1642438128,3.5714175701141357,21.032822847366333,382945,alfabotek,192.168.1.103,21.032822847366333,0,6,"[-264.1190902494061, -434.8200783765746, -393.85588961668054, -401.4110375596311, -254.80002899536942, -383.14300690398284, -376.63267525617533, -330.53269376513964, -534.4694332101434, -173.1186366072697, -344.2372258784065, -291.8354061500464, -354.1320123971067, -361.53564548223693, -306.9124767505715, -323.69894104534836, -326.12643560649826, -391.5645179056663, -379.9066554935915, -333.44638928018156, -317.64775961300666, -289.3340202814874, -443.68820448923117, -207.3611932907862]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.05302125580441891,0.5693090790637633,0.06453354273234277,0.0930365536539585,0.0,3879.816,1030.977,0.208,19199560.557,1881.293,2126.198,1.085,24000,24000,24000,24000,34.73333333333334,19.8,0.0062500000931322575,4.999999873689376e-05,23.100544,-0.026379986,23.126863,-0.24200955,0.00960824,8.312046,0.0
-173.1186366072697,-534.4694332101434,-334.4440377781671,1000.0,4,2,28000,0,28000,False,28,7,default,9f4598011f48435da0147ccc5210d24b,2022-01-17_17-48-51,1642438131,3.5504965782165527,24.583319425582886,382945,alfabotek,192.168.1.103,24.583319425582886,0,7,"[-264.1190902494061, -434.8200783765746, -393.85588961668054, -401.4110375596311, -254.80002899536942, -383.14300690398284, -376.63267525617533, -330.53269376513964, -534.4694332101434, -173.1186366072697, -344.2372258784065, -291.8354061500464, -354.1320123971067, -361.53564548223693, -306.9124767505715, -323.69894104534836, -326.12643560649826, -391.5645179056663, -379.9066554935915, -333.44638928018156, -317.64775961300666, -289.3340202814874, -443.68820448923117, -207.3611932907862, -187.07774942351404, -380.56130022438606, -280.1271392681592, -298.337414668081]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.053128476654701315,0.5704307371429478,0.06468375316806377,0.09326308384954785,0.0,3832.797,1043.624,0.224,17829134.963,1881.595,2125.856,1.083,28000,28000,28000,28000,33.339999999999996,19.8,0.0031250000465661287,4.999999873689376e-05,20.126802,-0.025862193,20.152634,-0.33746672,0.00907418,8.3244,0.0
-173.1186366072697,-534.4694332101434,-338.5611617135701,1000.0,4,2,32000,0,32000,False,32,8,default,9f4598011f48435da0147ccc5210d24b,2022-01-17_17-48-55,1642438135,3.541311740875244,28.12463116645813,382945,alfabotek,192.168.1.103,28.12463116645813,0,8,"[-264.1190902494061, -434.8200783765746, -393.85588961668054, -401.4110375596311, -254.80002899536942, -383.14300690398284, -376.63267525617533, -330.53269376513964, -534.4694332101434, -173.1186366072697, -344.2372258784065, -291.8354061500464, -354.1320123971067, -361.53564548223693, -306.9124767505715, -323.69894104534836, -326.12643560649826, -391.5645179056663, -379.9066554935915, -333.44638928018156, -317.64775961300666, -289.3340202814874, -443.68820448923117, -207.3611932907862, -187.07774942351404, -380.56130022438606, -280.1271392681592, -298.337414668081, -322.80305021307333, -398.93779545697, -364.501904013684, -383.28136736183575]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.05322549847501974,0.5714310336822943,0.06481733373368431,0.09346290751037042,0.0,3796.638,1053.564,0.22,18174370.752,1882.405,2124.942,1.091,32000,32000,32000,32000,33.42,19.8,0.0015625000232830644,4.999999873689376e-05,20.722345,-0.02608017,20.748413,-0.2348027,0.009249568,8.154337,0.0
-173.1186366072697,-534.4694332101434,-328.23309411074285,1000.0,4,2,36000,0,36000,False,36,9,default,9f4598011f48435da0147ccc5210d24b,2022-01-17_17-48-59,1642438139,3.5819122791290283,31.706543445587158,382945,alfabotek,192.168.1.103,31.706543445587158,0,9,"[-264.1190902494061, -434.8200783765746, -393.85588961668054, -401.4110375596311, -254.80002899536942, -383.14300690398284, -376.63267525617533, -330.53269376513964, -534.4694332101434, -173.1186366072697, -344.2372258784065, -291.8354061500464, -354.1320123971067, -361.53564548223693, -306.9124767505715, -323.69894104534836, -326.12643560649826, -391.5645179056663, -379.9066554935915, -333.44638928018156, -317.64775961300666, -289.3340202814874, -443.68820448923117, -207.3611932907862, -187.07774942351404, -380.56130022438606, -280.1271392681592, -298.337414668081, -322.80305021307333, -398.93779545697, -364.501904013684, -383.28136736183575, -220.15436020736843, -273.1634325391732, -178.354574067194, -310.7618463387639]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.05331469102495039,0.5723415621947504,0.06493550080594919,0.09363946836028059,0.0,3771.306,1060.641,0.216,18488422.187,1885.197,2121.794,1.107,36000,36000,36000,36000,33.940000000000005,19.8,0.0007812500116415322,4.999999873689376e-05,27.391233,-0.03128155,27.42251,-0.21562345,0.008011949,8.2292185,0.0
-127.09429277625897,-534.4694332101434,-316.00785928990217,1000.0,4,2,40000,0,40000,False,40,10,default,9f4598011f48435da0147ccc5210d24b,2022-01-17_17-49-02,1642438142,3.5409605503082275,35.247503995895386,382945,alfabotek,192.168.1.103,35.247503995895386,0,10,"[-264.1190902494061, -434.8200783765746, -393.85588961668054, -401.4110375596311, -254.80002899536942, -383.14300690398284, -376.63267525617533, -330.53269376513964, -534.4694332101434, -173.1186366072697, -344.2372258784065, -291.8354061500464, -354.1320123971067, -361.53564548223693, -306.9124767505715, -323.69894104534836, -326.12643560649826, -391.5645179056663, -379.9066554935915, -333.44638928018156, -317.64775961300666, -289.3340202814874, -443.68820448923117, -207.3611932907862, -187.07774942351404, -380.56130022438606, -280.1271392681592, -298.337414668081, -322.80305021307333, -398.93779545697, -364.501904013684, -383.28136736183575, -220.15436020736843, -273.1634325391732, -178.354574067194, -310.7618463387639, -223.62327330446297, -127.09429277625897, -255.26797867907197, -217.93743884955097]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.053388303783993375,0.5730985913702675,0.06503485383109162,0.09379299666215334,0.0,3749.508,1066.807,0.218,18377934.056,1886.929,2119.847,1.1,40000,40000,40000,40000,33.1,19.880000000000003,0.0003906250058207661,4.999999873689376e-05,19.053738,-0.03803834,19.091772,-0.15677448,0.0087489225,8.218148,0.0
