Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-288.9728	68.92716	-245.38026	-408.2592	1000.0	0.012949239	0.28099546	0.8341486	-0.7450257	4000	2.2351742e-08	985.46936	-0.017409816	-323.80743	0.91893864	0.019473808	0.12375	5.0	0.46649742126464844
1	-260.89722	68.0166	-173.60948	-350.48016	1000.0	-7.761684	1.3616109	-0.1949608	-9.603178	8000	0.0	554.81903	-0.011947943	-216.28955	0.91788805	0.016047025	0.11525	7.0	0.9249534606933594
2	-311.9977	91.15055	-168.88632	-418.13794	1000.0	-15.7858515	0.5805512	-5.197992	-16.123005	12000	1.8626451e-08	540.2511	-0.012817928	-127.72159	0.91660523	0.01708559	0.08275001	7.0	1.4346871376037598
3	-282.75647	85.946556	-171.85733	-399.6387	1000.0	-21.323198	0.9728593	7.8344536	-21.591608	16000	-1.4901161e-08	245.73901	-0.01306952	-27.751722	0.91524154	0.015151154	0.117	7.0	1.944272756576538
4	-255.41013	18.998701	-234.2318	-282.13736	1000.0	-23.745361	1.7256641	10.596296	-24.313366	20000	-3.7252903e-09	272.66687	-0.01701928	-15.018585	0.91416925	0.019306112	0.1155	8.0	2.404539108276367
5	-269.70428	45.994263	-221.12762	-343.76224	1000.0	-25.158602	1.4878427	-5.796617	-25.836535	24000	-7.450581e-09	127.97994	-0.0121674165	-6.936968	0.9131458	0.018969396	0.078999996	7.0	2.865255117416382
6	-207.2803	69.26645	-131.04462	-307.61288	1000.0	-25.614847	3.6674397	24.0122	-26.770395	28000	-2.2351742e-08	201.08139	-0.015053539	-94.008865	0.91190875	0.016459655	0.088	8.0	3.3266212940216064
7	-256.8388	58.066936	-158.09087	-305.6877	1000.0	-20.048197	7.6205196	7.6709604	-26.956404	32000	0.0	116.90788	-0.012312798	-36.698418	0.91073364	0.018282538	0.107999995	8.0	3.787287712097168
8	-278.11932	17.654226	-253.95624	-299.8256	1000.0	-23.849596	6.251286	5.403425	-28.76266	36000	-3.7252903e-09	137.07727	-0.01421108	-36.306686	0.9101725	0.017444491	0.10825	9.0	4.249844074249268
9	-259.99207	38.338135	-217.89787	-313.8189	1000.0	-26.765797	6.630064	14.554813	-30.616877	40000	-7.450581e-09	124.76154	-0.008555951	-18.116798	0.90935314	0.016465668	0.100250006	9.0	4.712755441665649
10	-255.7158	46.29021	-188.36977	-302.8721	1000.0	-24.216726	7.957103	13.427519	-30.557945	44000	1.3038516e-08	110.02638	-0.012529656	-21.00346	0.9084925	0.01563729	0.106	8.0	5.177443027496338
11	-240.9773	65.67628	-167.58159	-324.12524	1000.0	-23.699125	7.151134	15.54651	-30.087097	48000	1.1175871e-08	121.48619	-0.013376644	-17.358692	0.90769506	0.017965753	0.10075	8.0	5.6403679847717285
12	-257.79565	28.54938	-231.73064	-302.94064	1000.0	-28.174398	4.592891	9.267909	-30.880573	52000	-2.9802322e-08	83.056076	-0.010668248	-15.605823	0.90633285	0.015128393	0.089499995	7.0	6.100384950637817
13	-193.7509	69.48508	-80.192986	-261.81442	1000.0	-25.07774	4.965196	7.6491966	-30.508211	56000	1.1175871e-08	198.90678	-0.013508592	-53.394257	0.9052184	0.01573354	0.09875	8.0	6.561666011810303
14	-222.94241	26.130276	-182.08473	-253.98407	1000.0	-24.780548	6.6508236	7.417799	-30.475712	60000	-1.071021e-08	73.598564	-0.014280215	-26.615204	0.9038983	0.019764049	0.09275	7.0	7.021200895309448
15	-197.69481	28.717243	-165.62576	-239.37955	1000.0	-21.49555	4.80661	6.38945	-29.250338	64000	5.5879354e-09	154.34117	-0.012090389	-21.809284	0.90269816	0.016085315	0.0915	8.0	7.483693599700928
16	-191.94849	23.648052	-151.46416	-210.84239	1000.0	-22.151875	7.3628187	11.405591	-30.088507	68000	3.7252903e-09	92.88915	-0.013813624	-17.161007	0.9016626	0.018027991	0.091	8.0	7.946221113204956
17	-253.76743	33.480347	-203.49326	-297.09503	1000.0	-24.34277	4.2356205	12.529428	-29.420637	72000	1.1175871e-08	48.981804	-0.012433009	-8.195868	0.9008236	0.01684173	0.0945	7.0	8.418785333633423
18	-218.75641	60.712254	-144.77475	-313.6559	1000.0	-22.513016	6.7352667	15.881612	-29.885515	76000	-7.450581e-09	134.28099	-0.012336483	-23.153015	0.9000342	0.01911502	0.10675	7.0	8.891852855682373
19	-199.20657	24.397665	-159.86858	-226.43796	1000.0	-22.401056	4.6157203	11.091715	-29.380932	80000	3.7252903e-09	87.76692	-0.014186745	-12.486396	0.89900345	0.015766686	0.1315	11.0	9.36112904548645
20	-200.34146	57.136684	-119.40323	-274.90106	1000.0	-19.679338	5.002056	19.192915	-28.59782	84000	1.4901161e-08	122.565216	-0.011603122	-17.988075	0.8968895	0.015790237	0.09225	8.0	9.828307390213013
21	-188.0741	57.48437	-120.689705	-268.39664	1000.0	-21.159534	4.545254	16.019009	-28.575062	88000	-7.450581e-09	129.71321	-0.014518255	-23.161747	0.8949705	0.015444339	0.102	11.0	10.300469160079956
