,episode_reward_max,episode_reward_min,AverageEpRet,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,TotalEnvInteracts,done,episodes_total,Epoch,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
0,,,,,0,8,4000,0,4000,False,0,1,default,5050a893eacd47628b55a66776c4e60e,2022-01-14_20-14-51,1642187691,2.647280216217041,2.647280216217041,172759,alfabotek,192.168.1.101,2.647280216217041,0,1,[],[],4555.345,878.089,0.206,19418074.074,2100.856,1903.986,1.589,4000,4000,4000,4000,22.85,24.950000000000003,0.2000000029802322,4.999999873689376e-05,996.4094,-0.0046103145,996.41345,-0.019571671,0.0023558345,8.517257,0.0
1,-246.5429862843924,-474.89624367063465,-354.98082011238034,1000.0,8,8,8000,0,8000,False,8,2,default,5050a893eacd47628b55a66776c4e60e,2022-01-14_20-14-54,1642187694,2.370001554489136,5.017281770706177,172759,alfabotek,192.168.1.101,5.017281770706177,0,2,"[-343.30468296228423, -444.2336878178205, -246.54298628439236, -474.89624367063465, -266.12702219087527, -371.76418018177645, -335.7105427702829, -357.2672150209763]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3581.519,1116.845,0.205,19519739.383,1990.81,2009.232,1.468,8000,8000,8000,8000,39.075,23.1,0.1000000014901161,4.999999873689376e-05,852.06537,0.002530208,852.0626,-0.2440279,0.0021752932,8.517003,0.0
2,-246.5429862843924,-474.89624367063465,-354.98082011238034,1000.0,0,8,12000,0,12000,False,8,3,default,5050a893eacd47628b55a66776c4e60e,2022-01-14_20-14-56,1642187696,2.3503384590148926,7.367620229721069,172759,alfabotek,192.168.1.101,7.367620229721069,0,3,"[-343.30468296228423, -444.2336878178205, -246.54298628439236, -474.89624367063465, -266.12702219087527, -371.76418018177645, -335.7105427702829, -357.2672150209763]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",3180.805,1257.543,0.202,19800018.883,1946.878,2054.571,1.438,12000,12000,12000,12000,27.5,23.100000000000005,0.050000000745058,4.999999873689376e-05,587.202,-0.0086593665,587.2105,-0.15487725,0.0023973596,8.514001,0.0
3,-246.5429862843924,-474.89624367063465,-358.9697218722998,1000.0,8,8,16000,0,16000,False,16,4,default,5050a893eacd47628b55a66776c4e60e,2022-01-14_20-14-58,1642187698,2.3344948291778564,9.702115058898926,172759,alfabotek,192.168.1.101,9.702115058898926,0,4,"[-343.30468296228423, -444.2336878178205, -246.54298628439236, -474.89624367063465, -266.12702219087527, -371.76418018177645, -335.7105427702829, -357.2672150209763, -335.7434520367438, -427.22005167949936, -360.8596666880727, -439.9742302047865, -249.21350297363455, -279.07665462386854, -410.47572515262755, -401.10570569852075]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2973.074,1345.409,0.206,19446208.056,1922.499,2080.626,1.445,16000,16000,16000,16000,43.96666666666667,23.100000000000005,0.025000000372529,4.999999873689376e-05,336.3701,0.0040866625,336.36594,-0.17004023,0.0027886122,8.499288,0.0
4,-246.5429862843924,-474.89624367063465,-358.9697218722998,1000.0,0,8,20000,0,20000,False,16,5,default,5050a893eacd47628b55a66776c4e60e,2022-01-14_20-15-01,1642187701,2.337335586547852,12.039450645446776,172759,alfabotek,192.168.1.101,12.039450645446776,0,5,"[-343.30468296228423, -444.2336878178205, -246.54298628439236, -474.89624367063465, -266.12702219087527, -371.76418018177645, -335.7105427702829, -357.2672150209763, -335.7434520367438, -427.22005167949936, -360.8596666880727, -439.9742302047865, -249.21350297363455, -279.07665462386854, -410.47572515262755, -401.10570569852075]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2846.745,1405.113,0.205,19485732.869,1908.512,2095.873,1.438,20000,20000,20000,20000,30.175000000000004,23.1,0.0125000001862645,4.999999873689376e-05,404.131,-0.010660863,404.14166,-0.1498796,0.0025053527,8.532105,0.0
5,-246.5429862843924,-474.89624367063465,-349.9969919153853,1000.0,8,8,24000,0,24000,False,24,6,default,5050a893eacd47628b55a66776c4e60e,2022-01-14_20-15-03,1642187703,2.3582751750946045,14.397725820541382,172759,alfabotek,192.168.1.101,14.397725820541382,0,6,"[-343.30468296228423, -444.2336878178205, -246.54298628439236, -474.89624367063465, -266.12702219087527, -371.76418018177645, -335.7105427702829, -357.2672150209763, -335.7434520367438, -427.22005167949936, -360.8596666880727, -439.9742302047865, -249.21350297363455, -279.07665462386854, -410.47572515262755, -401.10570569852075, -316.14788850089514, -307.66215787334943, -451.2990493616189, -372.1069330659955, -290.9455769548683, -303.58595110492627, -323.1974685369629, -291.4672306138359]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2763.036,1447.683,0.203,19714707.403,1902.501,2102.496,1.443,24000,24000,24000,24000,38.96666666666667,23.100000000000005,0.0062500000931322,4.999999873689376e-05,198.627,-0.003133988,198.63013,-0.17435868,0.0023485937,8.513739,0.0
6,-246.5429862843924,-474.89624367063465,-349.9969919153853,1000.0,0,8,28000,0,28000,False,24,7,default,5050a893eacd47628b55a66776c4e60e,2022-01-14_20-15-06,1642187706,2.355628728866577,16.75335454940796,172759,alfabotek,192.168.1.101,16.75335454940796,0,7,"[-343.30468296228423, -444.2336878178205, -246.54298628439236, -474.89624367063465, -266.12702219087527, -371.76418018177645, -335.7105427702829, -357.2672150209763, -335.7434520367438, -427.22005167949936, -360.8596666880727, -439.9742302047865, -249.21350297363455, -279.07665462386854, -410.47572515262755, -401.10570569852075, -316.14788850089514, -307.66215787334943, -451.2990493616189, -372.1069330659955, -290.9455769548683, -303.58595110492627, -323.1974685369629, -291.4672306138359]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2707.178,1477.553,0.204,19655315.816,1896.828,2108.783,1.443,28000,28000,28000,28000,35.96666666666667,23.100000000000005,0.0031250000465661,4.999999873689376e-05,746.2595,-0.012121371,746.27167,-0.034512017,0.0023091598,8.523732,0.0
7,-246.5429862843924,-585.6802597629681,-362.7066856929475,1000.0,8,8,32000,0,32000,False,32,8,default,5050a893eacd47628b55a66776c4e60e,2022-01-14_20-15-08,1642187708,2.379718065261841,19.1330726146698,172759,alfabotek,192.168.1.101,19.1330726146698,0,8,"[-343.30468296228423, -444.2336878178205, -246.54298628439236, -474.89624367063465, -266.12702219087527, -371.76418018177645, -335.7105427702829, -357.2672150209763, -335.7434520367438, -427.22005167949936, -360.8596666880727, -439.9742302047865, -249.21350297363455, -279.07665462386854, -410.47572515262755, -401.10570569852075, -316.14788850089514, -307.66215787334943, -451.2990493616189, -372.1069330659955, -290.9455769548683, -303.58595110492627, -323.1974685369629, -291.4672306138359, -383.26484583797077, -383.0376378537964, -339.0610115314268, -585.6802597629681, -351.5180793596757, -358.17308583874546, -372.77718442352005, -433.17403159696664]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2665.648,1500.573,0.203,19685791.728,1893.897,2112.047,1.494,32000,32000,32000,32000,32.675,23.1,0.001562500023283,4.999999873689376e-05,146.896,-0.0017528906,146.89775,-0.0056428663,0.002462589,8.503126,0.0
8,-246.5429862843924,-585.6802597629681,-362.7066856929475,1000.0,0,8,36000,0,36000,False,32,9,default,5050a893eacd47628b55a66776c4e60e,2022-01-14_20-15-10,1642187710,2.3482861518859863,21.481358766555783,172759,alfabotek,192.168.1.101,21.481358766555783,0,9,"[-343.30468296228423, -444.2336878178205, -246.54298628439236, -474.89624367063465, -266.12702219087527, -371.76418018177645, -335.7105427702829, -357.2672150209763, -335.7434520367438, -427.22005167949936, -360.8596666880727, -439.9742302047865, -249.21350297363455, -279.07665462386854, -410.47572515262755, -401.10570569852075, -316.14788850089514, -307.66215787334943, -451.2990493616189, -372.1069330659955, -290.9455769548683, -303.58595110492627, -323.1974685369629, -291.4672306138359, -383.26484583797077, -383.0376378537964, -339.0610115314268, -585.6802597629681, -351.5180793596757, -358.17308583874546, -372.77718442352005, -433.17403159696664]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2633.908,1518.656,0.202,19774089.052,1888.895,2117.64,1.492,36000,36000,36000,36000,34.666666666666664,23.100000000000005,0.0007812500116415,4.999999873689376e-05,173.92514,-0.018175704,173.94331,-0.09037367,0.0027174056,8.526395,0.0
9,-246.5429862843924,-585.6802597629681,-354.4099855624065,1000.0,8,8,40000,0,40000,False,40,10,default,5050a893eacd47628b55a66776c4e60e,2022-01-14_20-15-13,1642187713,2.354161739349365,23.83552050590515,172759,alfabotek,192.168.1.101,23.83552050590515,0,10,"[-343.30468296228423, -444.2336878178205, -246.54298628439236, -474.89624367063465, -266.12702219087527, -371.76418018177645, -335.7105427702829, -357.2672150209763, -335.7434520367438, -427.22005167949936, -360.8596666880727, -439.9742302047865, -249.21350297363455, -279.07665462386854, -410.47572515262755, -401.10570569852075, -316.14788850089514, -307.66215787334943, -451.2990493616189, -372.1069330659955, -290.9455769548683, -303.58595110492627, -323.1974685369629, -291.4672306138359, -383.26484583797077, -383.0376378537964, -339.0610115314268, -585.6802597629681, -351.5180793596757, -358.17308583874546, -372.77718442352005, -433.17403159696664, -377.4666737426514, -308.37036492390615, -320.8659444104099, -294.06153495966896, -311.92317298495635, -294.6589099862621, -311.2498546850264, -351.18902462906146]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",2605.911,1534.972,0.213,18760165.493,1885.369,2121.601,1.559,40000,40000,40000,40000,39.9,23.1,0.0003906250058207,4.999999873689376e-05,146.46016,0.0024874536,146.45767,-0.046552323,0.0024728,8.500777,0.0
